5	1	3
3	1	3
8	1	2
7	1	0
4	1	3
9	1	3
1	1	3
6	1	2
2	1	2
15	2	2
14	2	2
3	2	2
16	2	2
11	2	2
9	2	3
12	2	2
17	2	2
1	2	2
21	3	1
12	3	1
13	3	1
22	3	0
19	3	1
16	3	0
18	3	1
3	3	1
20	3	1
30	4	0
31	4	0
27	4	0
29	4	1
26	4	0
24	4	0
25	4	0
23	4	0
20	4	0
3	5	2
31	5	2
35	5	3
25	5	3
20	5	2
34	5	3
32	5	2
16	5	3
28	5	3
25	6	2
16	6	2
39	6	3
1	6	2
38	6	2
35	6	2
13	6	2
36	6	3
20	6	2
42	7	1
21	7	1
35	7	0
34	7	1
13	7	1
41	7	1
11	7	0
40	7	1
43	7	1
23	8	0
45	8	0
47	8	0
40	8	0
44	8	0
20	8	0
46	8	0
5	8	1
3	8	1
35	9	0
9	9	0
49	9	0
48	9	0
50	9	0
51	9	1
16	9	2
52	9	0
34	9	0
21	10	0
54	10	0
16	10	0
51	10	0
12	10	0
2	10	2
9	10	0
34	10	0
3	10	1
31	11	0
3	11	1
54	11	1
35	11	0
19	11	0
25	11	0
5	11	0
55	11	0
50	11	0
1	12	1
50	12	0
2	12	1
4	12	1
26	12	1
34	12	1
8	12	1
10	12	0
43	12	0
2	13	3
9	13	3
1	13	3
43	13	3
25	13	2
14	13	2
12	13	3
10	13	3
5	13	2
44	14	0
36	14	1
9	14	1
56	14	1
6	14	1
58	14	2
12	14	1
16	14	0
35	14	0
3	15	2
40	15	3
55	15	3
43	15	2
16	15	3
34	15	3
36	15	3
42	15	3
59	15	3
34	16	0
25	16	0
31	16	0
62	16	0
50	16	0
60	16	0
61	16	0
11	16	1
47	16	0
22	17	2
45	17	3
17	17	3
43	17	3
58	17	2
13	17	3
21	17	3
40	17	3
10	17	3
43	18	1
61	18	1
13	18	1
18	18	1
26	18	1
17	18	1
40	18	1
54	18	1
3	18	1
53	19	0
34	19	0
12	19	0
14	19	0
31	19	0
16	19	0
13	19	0
55	19	0
9	19	0
23	20	1
11	20	0
61	20	1
9	20	1
55	20	0
16	20	0
36	20	1
13	20	0
47	20	1
23	21	3
50	21	2
15	21	2
16	21	2
2	21	2
47	21	3
40	21	3
34	21	3
63	21	2
23	22	3
55	22	2
17	22	3
56	22	2
9	22	3
11	22	3
21	22	3
22	22	3
13	22	3
48	23	0
36	23	0
3	23	1
39	23	0
64	23	0
20	23	0
13	23	0
55	23	0
1	23	0
62	24	0
65	24	0
13	24	1
53	24	1
47	24	1
37	24	1
54	24	1
23	24	0
25	24	2
66	25	3
22	25	3
50	25	3
34	25	3
2	25	2
9	25	2
10	25	3
3	25	3
44	25	3
49	26	3
34	26	3
31	26	3
47	26	3
53	26	3
22	26	3
58	26	2
4	26	3
20	26	3
67	27	2
9	27	3
25	27	3
13	27	3
23	27	3
2	27	3
52	27	3
56	27	2
3	27	3
29	28	1
27	28	2
19	28	2
13	28	2
43	28	2
51	28	2
40	28	2
3	28	2
20	28	2
60	29	3
47	29	3
68	29	3
56	29	3
35	29	1
31	29	3
34	29	3
12	29	3
3	29	3
10	30	0
20	30	1
41	30	1
5	30	1
27	30	1
35	30	0
22	30	0
31	30	0
59	30	1
31	31	3
13	31	2
43	31	2
9	31	3
48	31	2
10	31	2
1	31	3
20	31	2
35	31	2
27	32	1
11	32	1
31	32	1
15	32	1
9	32	1
69	32	1
35	32	0
25	32	1
43	32	1
9	33	0
58	33	1
3	33	0
11	33	1
21	33	0
25	33	1
34	33	1
19	33	0
41	33	1
1	34	1
15	34	0
14	34	0
35	34	1
53	34	0
3	34	0
24	34	1
16	34	1
31	34	1
25	35	3
56	35	2
36	35	3
23	35	3
20	35	2
53	35	3
14	35	3
4	35	3
70	35	3
37	36	2
51	36	3
16	36	3
47	36	3
39	36	3
70	36	3
28	36	3
25	36	3
71	36	3
28	37	3
31	37	2
58	37	2
40	37	3
35	37	3
5	37	3
29	37	2
23	37	3
16	37	3
61	38	2
34	38	2
16	38	3
11	38	3
29	38	2
3	38	2
31	38	2
17	38	3
22	38	2
41	39	3
9	39	2
20	39	2
23	39	2
13	39	3
72	39	3
