A19PMUTQXDIPLZ	asylum madhouse	10
A3CWG4SYLGAMHV	asylum madhouse	10
A8CQRBBVE7VED	asylum madhouse	8
A2XON1EQOHHFE4	asylum madhouse	8
A309DAE1D13T8V	asylum madhouse	10
A227TAJC8MOYK5	asylum madhouse	9
A1VKZFYJL9MQRY	asylum madhouse	9
A8CQRBBVE7VED	automobile car	10
A4HDO1M600QW5	automobile car	10
A227TAJC8MOYK5	automobile car	9
A309DAE1D13T8V	automobile car	10
A1VKZFYJL9MQRY	automobile car	10
A19PMUTQXDIPLZ	automobile car	10
A1ASWQQ7MSIQR7	automobile car	10
A19PMUTQXDIPLZ	bird cock	8
A309DAE1D13T8V	bird cock	9
A1VKZFYJL9MQRY	bird cock	8
A3CWG4SYLGAMHV	bird cock	6
A4HDO1M600QW5	bird cock	9
A1ASWQQ7MSIQR7	bird cock	5
AZ8KL6F16ZS7G	bird cock	10
A309DAE1D13T8V	bird crane	10
A227TAJC8MOYK5	bird crane	8
A1ASWQQ7MSIQR7	bird crane	4
A3CWG4SYLGAMHV	bird crane	6
A2XON1EQOHHFE4	bird crane	9
A1VKZFYJL9MQRY	bird crane	8
A8CQRBBVE7VED	bird crane	9
A2XON1EQOHHFE4	boy lad	9
A8CQRBBVE7VED	boy lad	10
A309DAE1D13T8V	boy lad	10
A3CWG4SYLGAMHV	boy lad	10
A1ASWQQ7MSIQR7	boy lad	10
A227TAJC8MOYK5	boy lad	9
A4HDO1M600QW5	boy lad	10
A1ASWQQ7MSIQR7	brother lad	3
A309DAE1D13T8V	brother lad	9
A1VKZFYJL9MQRY	brother lad	3
A19PMUTQXDIPLZ	brother lad	5
A4HDO1M600QW5	brother lad	8
A227TAJC8MOYK5	brother lad	2
A2XON1EQOHHFE4	brother lad	6
A1ASWQQ7MSIQR7	brother monk	5
A8CQRBBVE7VED	brother monk	1
AZ8KL6F16ZS7G	brother monk	2
A4HDO1M600QW5	brother monk	8
A227TAJC8MOYK5	brother monk	9
A19PMUTQXDIPLZ	brother monk	9
A1VKZFYJL9MQRY	brother monk	5
A2XON1EQOHHFE4	car journey	8
AZ8KL6F16ZS7G	car journey	7
A8CQRBBVE7VED	car journey	0
A1VKZFYJL9MQRY	car journey	0
A4HDO1M600QW5	car journey	9
A1ASWQQ7MSIQR7	car journey	0
A309DAE1D13T8V	car journey	6
A2XON1EQOHHFE4	cemetery woodland	4
A1VKZFYJL9MQRY	cemetery woodland	0
A1ASWQQ7MSIQR7	cemetery woodland	0
A309DAE1D13T8V	cemetery woodland	4
A8CQRBBVE7VED	cemetery woodland	3
A19PMUTQXDIPLZ	cemetery woodland	3
A4HDO1M600QW5	cemetery woodland	4
A3CWG4SYLGAMHV	coast forest	4
A4HDO1M600QW5	coast forest	7
A2XON1EQOHHFE4	coast forest	4
A19PMUTQXDIPLZ	coast forest	0
A1VKZFYJL9MQRY	coast forest	0
A309DAE1D13T8V	coast forest	5
A8CQRBBVE7VED	coast forest	1
A8CQRBBVE7VED	coast hill	2
A3CWG4SYLGAMHV	coast hill	4
A2XON1EQOHHFE4	coast hill	5
AZ8KL6F16ZS7G	coast hill	5
A1VKZFYJL9MQRY	coast hill	0
A227TAJC8MOYK5	coast hill	0
A309DAE1D13T8V	coast hill	7
A1ASWQQ7MSIQR7	coast shore	10
A227TAJC8MOYK5	coast shore	9
A2XON1EQOHHFE4	coast shore	10
A19PMUTQXDIPLZ	coast shore	9
A1VKZFYJL9MQRY	coast shore	10
A8CQRBBVE7VED	coast shore	10
A3CWG4SYLGAMHV	coast shore	10
A1ASWQQ7MSIQR7	cord smile	0
A4HDO1M600QW5	cord smile	0
A3CWG4SYLGAMHV	cord smile	0
A227TAJC8MOYK5	cord smile	0
A8CQRBBVE7VED	cord smile	0
A19PMUTQXDIPLZ	cord smile	0
A309DAE1D13T8V	cord smile	0
A8CQRBBVE7VED	crane implement	0
A2XON1EQOHHFE4	crane implement	5
A309DAE1D13T8V	crane implement	5
AZ8KL6F16ZS7G	crane implement	2
A19PMUTQXDIPLZ	crane implement	8
A1ASWQQ7MSIQR7	crane implement	0
A1VKZFYJL9MQRY	crane implement	0
A309DAE1D13T8V	food fruit	10
A4HDO1M600QW5	food fruit	9
A3CWG4SYLGAMHV	food fruit	6
A19PMUTQXDIPLZ	food fruit	7
A1VKZFYJL9MQRY	food fruit	7
A1ASWQQ7MSIQR7	food fruit	4
A2XON1EQOHHFE4	food fruit	9
A1VKZFYJL9MQRY	food rooster	0
A227TAJC8MOYK5	food rooster	3
AZ8KL6F16ZS7G	food rooster	9
A19PMUTQXDIPLZ	food rooster	2
A2XON1EQOHHFE4	food rooster	7
A1ASWQQ7MSIQR7	food rooster	0
A3CWG4SYLGAMHV	food rooster	4
AZ8KL6F16ZS7G	forest graveyard	0
A19PMUTQXDIPLZ	forest graveyard	2
A1ASWQQ7MSIQR7	forest graveyard	0
A309DAE1D13T8V	forest graveyard	4
A227TAJC8MOYK5	forest graveyard	0
A3CWG4SYLGAMHV	forest graveyard	1
A4HDO1M600QW5	forest graveyard	4
A309DAE1D13T8V	furnace stove	9
A19PMUTQXDIPLZ	furnace stove	9
AZ8KL6F16ZS7G	furnace stove	9
A1ASWQQ7MSIQR7	furnace stove	2
A1VKZFYJL9MQRY	furnace stove	9
A3CWG4SYLGAMHV	furnace stove	4
A2XON1EQOHHFE4	furnace stove	9
A227TAJC8MOYK5	gem jewel	9
A4HDO1M600QW5	gem jewel	9
A1VKZFYJL9MQRY	gem jewel	10
A309DAE1D13T8V	gem jewel	10
A3CWG4SYLGAMHV	gem jewel	10
A1ASWQQ7MSIQR7	gem jewel	9
A19PMUTQXDIPLZ	gem jewel	10
A19PMUTQXDIPLZ	glass magician	5
A2XON1EQOHHFE4	glass magician	5
A227TAJC8MOYK5	glass magician	0
A1ASWQQ7MSIQR7	glass magician	0
A3CWG4SYLGAMHV	glass magician	0
AZ8KL6F16ZS7G	glass magician	8
A4HDO1M600QW5	glass magician	2
A309DAE1D13T8V	journey voyage	10
A1VKZFYJL9MQRY	journey voyage	9
A8CQRBBVE7VED	journey voyage	8
A227TAJC8MOYK5	journey voyage	9
