5	1	3
2	1	2
6	1	2
8	1	2
10	1	2
16	2	2
15	2	2
17	2	2
3	2	2
9	2	3
13	3	1
22	3	0
3	3	1
21	3	1
12	3	1
20	4	0
24	4	0
31	4	0
27	4	0
23	4	0
34	5	3
35	5	3
28	5	3
32	5	2
16	5	3
25	6	2
36	6	3
37	6	2
39	6	3
13	6	2
34	7	1
43	7	1
42	7	1
41	7	1
35	7	0
40	8	0
44	8	0
23	8	0
1	8	0
47	8	0
34	9	0
50	9	0
16	9	2
49	9	0
35	9	0
51	10	0
16	10	0
12	10	0
53	10	0
54	10	0
39	11	0
50	11	0
54	11	1
19	11	0
5	11	0
50	12	0
1	12	1
10	12	0
31	12	1
4	12	1
2	13	3
14	13	2
43	13	3
12	13	3
25	13	2
44	14	0
58	14	2
35	14	0
16	14	0
57	14	1
59	15	3
34	15	3
3	15	2
16	15	3
28	15	3
34	16	0
56	16	0
31	16	0
60	16	0
50	16	0
13	17	3
10	17	3
39	17	3
17	17	3
43	17	3
26	18	1
3	18	1
54	18	1
13	18	1
61	18	1
9	19	0
16	19	0
3	19	0
13	19	0
34	19	0
11	20	0
55	20	0
61	20	1
23	20	1
9	20	1
50	21	2
40	21	3
47	21	3
23	21	3
43	21	3
22	22	3
35	22	1
13	22	3
21	22	3
56	22	2
3	23	1
13	23	0
1	23	0
55	23	0
10	23	0
53	24	1
62	24	0
54	24	1
23	24	0
37	24	1
58	25	2
66	25	3
22	25	3
44	25	3
10	25	3
22	26	3
58	26	2
31	26	3
34	26	3
4	26	3
67	27	2
52	27	3
3	27	3
9	27	3
25	27	3
51	28	2
27	28	2
43	28	2
29	28	1
19	28	2
35	29	1
60	29	3
68	29	3
47	29	3
56	29	3
31	30	0
35	30	0
59	30	1
5	30	1
10	30	0
43	31	2
48	31	2
20	31	2
35	31	2
10	31	2
15	32	1
35	32	0
9	32	1
25	32	1
34	32	1
58	33	1
25	33	1
9	33	0
16	33	1
21	33	0
24	34	1
