A1AML5YZXW4FIS	100_1	1
A18941IO2ZZWW6	100_1	2
A3G0MGLBT484I1	100_1	1
A3G0MGLBT484I1	102_0	1
A1AML5YZXW4FIS	102_0	2
A3PIXX8DQGYHGI	102_0	2
A18941IO2ZZWW6	102_1	2
A2GLG8R57PVEQU	102_1	1
AYHHOK9GDSWNH	102_1	1
A3G3JWL19SBHCH	103_1	1
AUPV5WJK85K4F	103_1	1
A18941IO2ZZWW6	103_1	2
A18941IO2ZZWW6	103_11	2
A2GLG8R57PVEQU	103_11	1
AUPV5WJK85K4F	103_11	1
A18941IO2ZZWW6	103_13	2
AYHHOK9GDSWNH	103_13	2
A3G0MGLBT484I1	103_13	1
A3PIXX8DQGYHGI	103_14	2
A2GLG8R57PVEQU	103_14	1
AYHHOK9GDSWNH	103_14	1
A3MPXWFMR0Y2LK	103_15	1
A11GX90QFWDLMM	103_15	2
A3G3JWL19SBHCH	103_15	1
A2GLG8R57PVEQU	103_2	1
A11GX90QFWDLMM	103_2	2
A2MIF2GUSZLJ0X	103_2	1
A3PIXX8DQGYHGI	103_5	2
AYHHOK9GDSWNH	103_5	2
A11GX90QFWDLMM	103_5	2
A2MIF2GUSZLJ0X	103_6	1
A3G0MGLBT484I1	103_6	1
A18941IO2ZZWW6	103_6	2
A2MIF2GUSZLJ0X	103_7	1
A3MPXWFMR0Y2LK	103_7	1
A2GLG8R57PVEQU	103_7	1
A11GX90QFWDLMM	106_0	2
AYHHOK9GDSWNH	106_0	1
AXTU992Z7V3ZX	106_0	1
AEX5NCH03LWSG	106_4	2
A3G0MGLBT484I1	106_4	1
A5C6BAAHFTJFP	106_4	2
A11GX90QFWDLMM	106_7	2
A5C6BAAHFTJFP	106_7	2
A3G0MGLBT484I1	106_7	1
A5C6BAAHFTJFP	106_9	1
A18WNE09USHJSG	106_9	1
A11GX90QFWDLMM	106_9	2
A18WNE09USHJSG	107_0	2
A3PIXX8DQGYHGI	107_0	2
AEX5NCH03LWSG	107_0	2
A18WNE09USHJSG	107_1	2
AXTU992Z7V3ZX	107_1	2
A5C6BAAHFTJFP	107_1	1
AUPV5WJK85K4F	107_2	2
A18941IO2ZZWW6	107_2	2
A5C6BAAHFTJFP	107_2	2
A11GX90QFWDLMM	107_6	2
AYHHOK9GDSWNH	107_6	1
A3PIXX8DQGYHGI	107_6	2
A11GX90QFWDLMM	107_7	2
AXTU992Z7V3ZX	107_7	1
AUPV5WJK85K4F	107_7	1
A5C6BAAHFTJFP	108_1	1
A3PIXX8DQGYHGI	108_1	2
AEX5NCH03LWSG	108_1	1
AEX5NCH03LWSG	108_2	2
A3MPXWFMR0Y2LK	108_2	2
AYHHOK9GDSWNH	108_2	2
A282GBBIPRRVIB	108_3	2
A3MPXWFMR0Y2LK	108_3	2
A2KONK3TIL5KVX	108_3	1
AYHHOK9GDSWNH	108_5	2
AUPV5WJK85K4F	108_5	2
A3G0MGLBT484I1	108_5	1
A3PIXX8DQGYHGI	108_6	2
A282GBBIPRRVIB	108_6	2
A3MPXWFMR0Y2LK	108_6	2
A3G0MGLBT484I1	108_7	1
AYHHOK9GDSWNH	108_7	2
A2KONK3TIL5KVX	108_7	1
A3MPXWFMR0Y2LK	10_2	2
A3PIXX8DQGYHGI	10_2	2
AUPV5WJK85K4F	10_2	2
A3MPXWFMR0Y2LK	10_3	2
A1GR4JB3DODIQ1	10_3	2
A3PIXX8DQGYHGI	10_3	2
A11GX90QFWDLMM	10_5	2
A3PIXX8DQGYHGI	10_5	2
AEU1NROWHLIJF	10_5	1
AUPV5WJK85K4F	10_6	1
AYHHOK9GDSWNH	10_6	1
A11GX90QFWDLMM	10_6	2
A1PBRFFOTO5ZU6	10_7	1
A18WNE09USHJSG	10_7	1
A3J0VZOPOGW1QC	10_7	1
A3MPXWFMR0Y2LK	110_0	1
A2KONK3TIL5KVX	110_0	1
AUPV5WJK85K4F	110_0	1
AYHHOK9GDSWNH	111_0	1
A11GX90QFWDLMM	111_0	2
A282GBBIPRRVIB	111_0	1
AUPV5WJK85K4F	111_1	2
A3MPXWFMR0Y2LK	111_1	2
A11GX90QFWDLMM	111_1	2
A11GX90QFWDLMM	111_2	2
AUPV5WJK85K4F	111_2	2
A2KONK3TIL5KVX	111_2	1
AYHHOK9GDSWNH	111_3	2
A3MPXWFMR0Y2LK	111_3	2
A11GX90QFWDLMM	111_3	2
AYHHOK9GDSWNH	111_4	1
A2G80S3EM9SDBD	111_4	1
A3G0MGLBT484I1	111_4	1
A11GX90QFWDLMM	111_5	2
AYHHOK9GDSWNH	111_5	1
A3PIXX8DQGYHGI	111_5	2
A11GX90QFWDLMM	111_7	2
AYHHOK9GDSWNH	111_7	2
AXTU992Z7V3ZX	111_7	2
AUPV5WJK85K4F	111_8	2
A3G0MGLBT484I1	111_8	1
A11GX90QFWDLMM	111_8	2
A18941IO2ZZWW6	112_0	2
A18WNE09USHJSG	112_0	2
A370556EFVZ9W4	112_0	2
A370556EFVZ9W4	114_1	2
AXTU992Z7V3ZX	114_1	2
AUPV5WJK85K4F	114_1	2
AXTU992Z7V3ZX	114_2	2
A3PIXX8DQGYHGI	114_2	2
A11GX90QFWDLMM	114_2	2
AYHHOK9GDSWNH	116_0	1
A26KXB5XCGERD2	116_0	1
AXTU992Z7V3ZX	116_0	1
A18941IO2ZZWW6	116_17	2
A11GX90QFWDLMM	116_17	2
A18WNE09USHJSG	116_17	1
A18WNE09USHJSG	116_3	2
A3G0MGLBT484I1	116_3	1
AUPV5WJK85K4F	116_3	2
A3G0MGLBT484I1	116_4	1
A18WNE09USHJSG	116_4	2
A370556EFVZ9W4	116_4	2
A370556EFVZ9W4	116_5	2
AYHHOK9GDSWNH	116_5	2
A26KXB5XCGERD2	116_5	2
A18WNE09USHJSG	116_7	2
A11GX90QFWDLMM	116_7	2
AXTU992Z7V3ZX	116_7	1
A11GX90QFWDLMM	117_1	2
A3MPXWFMR0Y2LK	117_1	1
A38UUFVXEND88G	117_1	1
A11GX90QFWDLMM	117_2	2
AUPV5WJK85K4F	117_2	1
A1GR4JB3DODIQ1	117_2	1
AUPV5WJK85K4F	118_0	1
A3PIXX8DQGYHGI	118_0	2
A11GX90QFWDLMM	118_0	2
A38UUFVXEND88G	118_1	1
A1GR4JB3DODIQ1	118_1	1
AYHHOK9GDSWNH	118_1	1
A11GX90QFWDLMM	118_12	2
A18941IO2ZZWW6	118_12	2
A3G0MGLBT484I1	118_12	1
A11GX90QFWDLMM	118_15	2
A18941IO2ZZWW6	118_15	2
A2KONK3TIL5KVX	118_15	1
AYHHOK9GDSWNH	118_16	2
A18941IO2ZZWW6	118_16	2
A11GX90QFWDLMM	118_16	2
A3MPXWFMR0Y2LK	118_9	1
AYHHOK9GDSWNH	118_9	1
AEU1NROWHLIJF	118_9	1
AUPV5WJK85K4F	119_0	1
A11GX90QFWDLMM	119_0	2
A18941IO2ZZWW6	119_0	2
A18WNE09USHJSG	119_11	1
A2KONK3TIL5KVX	119_11	1
AYHHOK9GDSWNH	119_11	1
A18WNE09USHJSG	119_12	1
A3G0MGLBT484I1	119_12	1
A26KXB5XCGERD2	119_12	2
AYHHOK9GDSWNH	119_14	1
AUPV5WJK85K4F	119_14	1
A3G0MGLBT484I1	119_14	1
A11GX90QFWDLMM	119_15	2
A26KXB5XCGERD2	119_15	1
A2KONK3TIL5KVX	119_15	1
AUPV5WJK85K4F	119_2	1
A18941IO2ZZWW6	119_2	2
A2GLG8R57PVEQU	119_2	1
A26KXB5XCGERD2	119_9	1
A11GX90QFWDLMM	119_9	2
A18941IO2ZZWW6	119_9	2
A3PIXX8DQGYHGI	11_0	2
A11GX90QFWDLMM	11_0	2
A5C6BAAHFTJFP	11_0	2
A3J0VZOPOGW1QC	11_1	1
A1PBRFFOTO5ZU6	11_1	1
A3G0MGLBT484I1	11_1	1
A3J0VZOPOGW1QC	11_2	1
A18WNE09USHJSG	11_2	1
A11GX90QFWDLMM	11_2	2
A18941IO2ZZWW6	11_3	2
A1PBRFFOTO5ZU6	11_3	2
A3G0MGLBT484I1	11_3	1
A1ZMDED6CWMABK	120_0	1
A3BD4NONKGONRM	120_0	1
AUPV5WJK85K4F	120_0	1
A3MPXWFMR0Y2LK	120_1	1
A2DV8HITPQN4AJ	120_1	2
A11GX90QFWDLMM	120_1	2
AUPV5WJK85K4F	120_10	1
AV05VG3COGLW0	120_10	1
A3MPXWFMR0Y2LK	120_10	2
A11GX90QFWDLMM	120_11	2
A18941IO2ZZWW6	120_11	2
A2DV8HITPQN4AJ	120_11	2
A3BD4NONKGONRM	120_12	1
A18941IO2ZZWW6	120_12	2
AV05VG3COGLW0	120_12	2
A1ZMDED6CWMABK	120_2	1
A2DV8HITPQN4AJ	120_2	1
A2O6FTKXAJGRSQ	120_2	1
A1ZMDED6CWMABK	120_4	1
A11GX90QFWDLMM	120_4	2
A3MPXWFMR0Y2LK	120_4	1
A2DV8HITPQN4AJ	120_8	1
A3MPXWFMR0Y2LK	120_8	2
A3PIXX8DQGYHGI	120_8	2
A3BD4NONKGONRM	120_9	1
A11GX90QFWDLMM	120_9	2
A18941IO2ZZWW6	120_9	2
A18WNE09USHJSG	121_10	2
AYHHOK9GDSWNH	121_10	2
A18941IO2ZZWW6	121_10	2
A18WNE09USHJSG	121_11	2
A5C6BAAHFTJFP	121_11	2
AUPV5WJK85K4F	121_11	2
A3G0MGLBT484I1	121_12	1
AYHHOK9GDSWNH	121_12	1
A18941IO2ZZWW6	121_12	1
A2G80S3EM9SDBD	121_13	1
A11GX90QFWDLMM	121_13	2
A3G0MGLBT484I1	121_13	1
AEX5NCH03LWSG	121_14	2
A3G0MGLBT484I1	121_14	1
A18WNE09USHJSG	121_14	1
A18941IO2ZZWW6	121_15	2
A3G0MGLBT484I1	121_15	1
A18WNE09USHJSG	121_15	2
A1GR4JB3DODIQ1	121_17	2
A3MPXWFMR0Y2LK	121_17	2
A18941IO2ZZWW6	121_17	2
A11GX90QFWDLMM	121_2	2
A18941IO2ZZWW6	121_2	2
A1ZMDED6CWMABK	121_2	1
AEX5NCH03LWSG	121_3	2
AUPV5WJK85K4F	121_3	2
A11GX90QFWDLMM	121_3	2
A11GX90QFWDLMM	121_4	2
A5C6BAAHFTJFP	121_4	1
A3G0MGLBT484I1	121_4	1
A2G80S3EM9SDBD	121_5	2
A3G0MGLBT484I1	121_5	1
AUPV5WJK85K4F	121_5	2
A3PIXX8DQGYHGI	121_6	2
A11GX90QFWDLMM	121_6	2
AUPV5WJK85K4F	121_6	1
A18941IO2ZZWW6	122_0	2
AA5CLQLMVT5GA	122_0	2
A3G0MGLBT484I1	122_0	1
AYHHOK9GDSWNH	122_1	2
A3G0MGLBT484I1	122_1	1
A3PIXX8DQGYHGI	122_1	2
A1GR4JB3DODIQ1	122_9	1
AA5CLQLMVT5GA	122_9	1
A9K43JFO379YG	122_9	1
A3G0MGLBT484I1	123_10	1
A11GX90QFWDLMM	123_10	2
AA5CLQLMVT5GA	123_10	1
A3PIXX8DQGYHGI	123_11	2
A3G0MGLBT484I1	123_11	1
A1GR4JB3DODIQ1	123_11	2
A3MPXWFMR0Y2LK	123_13	1
A1GR4JB3DODIQ1	123_13	1
A18941IO2ZZWW6	123_13	1
A18941IO2ZZWW6	123_14	2
A5C6BAAHFTJFP	123_14	1
A3PIXX8DQGYHGI	123_14	2
A1UV8TD7KO88IM	123_15	1
AYHHOK9GDSWNH	123_15	1
AEX5NCH03LWSG	123_15	1
A3PIXX8DQGYHGI	123_18	2
A18WNE09USHJSG	123_18	1
A11GX90QFWDLMM	123_18	2
A1GR4JB3DODIQ1	123_2	2
A9K43JFO379YG	123_2	2
A3MPXWFMR0Y2LK	123_2	2
A11GX90QFWDLMM	123_6	2
A9K43JFO379YG	123_6	2
AA5CLQLMVT5GA	123_6	1
A9K43JFO379YG	123_9	2
A11GX90QFWDLMM	123_9	2
A1GR4JB3DODIQ1	123_9	2
A18941IO2ZZWW6	124_0	2
AEX5NCH03LWSG	124_0	1
A3PIXX8DQGYHGI	124_0	2
A3PIXX8DQGYHGI	124_1	2
A1UV8TD7KO88IM	124_1	1
A5C6BAAHFTJFP	124_1	1
A3G0MGLBT484I1	127_0	1
AYHHOK9GDSWNH	127_0	2
A3PIXX8DQGYHGI	127_0	2
A18941IO2ZZWW6	127_2	2
A11GX90QFWDLMM	127_2	2
AYHHOK9GDSWNH	127_2	2
AUPV5WJK85K4F	128_10	2
A2G80S3EM9SDBD	128_10	2
AEU1NROWHLIJF	128_10	1
A18WNE09USHJSG	128_11	1
AEX5NCH03LWSG	128_11	1
A3G0MGLBT484I1	128_11	1
A3PIXX8DQGYHGI	128_12	2
AEU1NROWHLIJF	128_12	1
A3G0MGLBT484I1	128_12	1
A3G0MGLBT484I1	128_2	1
A18WNE09USHJSG	128_2	1
AUPV5WJK85K4F	128_2	2
A18WNE09USHJSG	128_3	1
AUPV5WJK85K4F	128_3	1
A3PIXX8DQGYHGI	128_3	2
A3PIXX8DQGYHGI	128_4	2
A18941IO2ZZWW6	128_4	1
A5C6BAAHFTJFP	128_4	1
AEU1NROWHLIJF	128_7	2
A18WNE09USHJSG	128_7	2
AUPV5WJK85K4F	128_7	2
A3PIXX8DQGYHGI	128_8	1
AUPV5WJK85K4F	128_8	1
AEU1NROWHLIJF	128_8	1
AUPV5WJK85K4F	128_9	2
AEU1NROWHLIJF	128_9	2
A2G80S3EM9SDBD	128_9	2
AEU1NROWHLIJF	130_2	2
AUPV5WJK85K4F	130_2	2
AEX5NCH03LWSG	130_2	2
A18WNE09USHJSG	132_0	1
A5C6BAAHFTJFP	132_0	1
AEU1NROWHLIJF	132_0	1
A5C6BAAHFTJFP	133_3	2
A2G80S3EM9SDBD	133_3	2
A11GX90QFWDLMM	133_3	2
A3PIXX8DQGYHGI	133_4	2
AEU1NROWHLIJF	133_4	2
A5C6BAAHFTJFP	133_4	2
AYHHOK9GDSWNH	134_1	2
A18WNE09USHJSG	134_1	2
A1GR4JB3DODIQ1	134_1	2
A3G0MGLBT484I1	134_7	1
A2VKPMR5HCCZF5	134_7	1
A11GX90QFWDLMM	134_7	2
A11GX90QFWDLMM	134_8	2
A2VKPMR5HCCZF5	134_8	1
A3PIXX8DQGYHGI	134_8	2
A11GX90QFWDLMM	139_0	2
AYHHOK9GDSWNH	139_0	2
AUPV5WJK85K4F	139_0	2
A3PIXX8DQGYHGI	13_1	2
A1PBRFFOTO5ZU6	13_1	1
AYHHOK9GDSWNH	13_1	2
A18941IO2ZZWW6	13_2	2
A3PIXX8DQGYHGI	13_2	2
AYHHOK9GDSWNH	13_2	1
A18941IO2ZZWW6	13_3	2
A3J0VZOPOGW1QC	13_3	1
A1PBRFFOTO5ZU6	13_3	1
A11GX90QFWDLMM	13_4	2
A3PIXX8DQGYHGI	13_4	2
AYHHOK9GDSWNH	13_4	1
A5C6BAAHFTJFP	13_6	2
A1PBRFFOTO5ZU6	13_6	2
A3G0MGLBT484I1	13_6	1
A11GX90QFWDLMM	140_0	2
AUPV5WJK85K4F	140_0	2
A18941IO2ZZWW6	140_0	2
A3G0MGLBT484I1	140_2	1
A3PIXX8DQGYHGI	140_2	2
AYHHOK9GDSWNH	140_2	1
A1GR4JB3DODIQ1	141_0	1
A3PIXX8DQGYHGI	141_0	2
A1VG58HXS2O3JX	141_0	1
A2VKPMR5HCCZF5	141_1	2
AYHHOK9GDSWNH	141_1	2
A3PIXX8DQGYHGI	141_1	2
A3PIXX8DQGYHGI	141_4	2
A3G0MGLBT484I1	141_4	1
A11GX90QFWDLMM	141_4	2
A1GR4JB3DODIQ1	141_5	2
A2VKPMR5HCCZF5	141_5	2
A3G0MGLBT484I1	141_5	1
AEPI85FMNTIA8	141_6	1
A11GX90QFWDLMM	141_6	2
A3G0MGLBT484I1	141_6	1
A2KONK3TIL5KVX	141_9	1
A2O6FTKXAJGRSQ	141_9	1
A18941IO2ZZWW6	141_9	2
A3PIXX8DQGYHGI	142_1	2
A2O6FTKXAJGRSQ	142_1	1
AEPI85FMNTIA8	142_1	1
A3G0MGLBT484I1	146_2	1
A1PBRFFOTO5ZU6	146_2	1
AEPI85FMNTIA8	146_2	1
A1PBRFFOTO5ZU6	146_9	1
A1YG3DEOOKQYTA	146_9	1
A2VKPMR5HCCZF5	146_9	1
A1YG3DEOOKQYTA	147_0	1
A18941IO2ZZWW6	147_0	2
A11GX90QFWDLMM	147_0	2
A2VKPMR5HCCZF5	147_1	2
A18941IO2ZZWW6	147_1	2
A1YG3DEOOKQYTA	147_1	2
A18941IO2ZZWW6	147_10	1
A11GX90QFWDLMM	147_10	2
A1KFIQBETMB81I	147_10	2
A3JWUNYRV5KTUS	147_12	1
AZ37E749R4SUA	147_12	1
A1KFIQBETMB81I	147_12	1
A3JWUNYRV5KTUS	147_13	1
A3PIXX8DQGYHGI	147_13	1
A11GX90QFWDLMM	147_13	1
A1PBRFFOTO5ZU6	147_14	2
AZ37E749R4SUA	147_14	2
A1KFIQBETMB81I	147_14	2
A1PBRFFOTO5ZU6	147_15	2
AK7YVYGMIF6T0	147_15	2
AZ37E749R4SUA	147_15	2
A3MPXWFMR0Y2LK	147_17	2
A1KFIQBETMB81I	147_17	2
A18941IO2ZZWW6	147_17	2
AZ37E749R4SUA	147_19	1
A18941IO2ZZWW6	147_19	1
A11GX90QFWDLMM	147_19	2
A2VKPMR5HCCZF5	147_2	1
A3G0MGLBT484I1	147_2	1
A11GX90QFWDLMM	147_2	2
A3PIXX8DQGYHGI	147_20	2
A1KFIQBETMB81I	147_20	2
A3JWUNYRV5KTUS	147_20	2
A3PIXX8DQGYHGI	147_5	2
A3G0MGLBT484I1	147_5	1
AEPI85FMNTIA8	147_5	2
A2KONK3TIL5KVX	147_6	1
A1YG3DEOOKQYTA	147_6	2
A11GX90QFWDLMM	147_6	2
AK7YVYGMIF6T0	147_7	1
A11GX90QFWDLMM	147_7	2
A2DTM58I82M96Y	147_7	1
A2DTM58I82M96Y	148_0	1
A3MPXWFMR0Y2LK	148_0	1
AZ37E749R4SUA	148_0	1
A3G0MGLBT484I1	148_1	1
A18941IO2ZZWW6	148_1	2
A3MPXWFMR0Y2LK	148_1	1
A18WNE09USHJSG	148_2	1
A18941IO2ZZWW6	148_2	1
A3PIXX8DQGYHGI	148_2	2
A3FLN53WRJ0C7W	149_10	1
A3G0MGLBT484I1	149_10	1
A18WNE09USHJSG	149_10	1
A3FLN53WRJ0C7W	149_12	1
A18WNE09USHJSG	149_12	1
A3PIXX8DQGYHGI	149_12	2
A3G0MGLBT484I1	149_13	1
A2KONK3TIL5KVX	149_13	1
AYHHOK9GDSWNH	149_13	1
A3G0MGLBT484I1	149_2	1
A3MPXWFMR0Y2LK	149_2	1
A18WNE09USHJSG	149_2	1
A3PIXX8DQGYHGI	149_3	2
A3FLN53WRJ0C7W	149_3	1
AYHHOK9GDSWNH	149_3	1
A3G0MGLBT484I1	149_5	1
A18941IO2ZZWW6	149_5	1
A3PIXX8DQGYHGI	149_5	2
A11GX90QFWDLMM	149_7	2
A18WNE09USHJSG	149_7	2
A2KONK3TIL5KVX	149_7	1
A18WNE09USHJSG	149_8	1
AYHHOK9GDSWNH	149_8	1
A3MPXWFMR0Y2LK	149_8	1
A3PIXX8DQGYHGI	150_0	2
A3G0MGLBT484I1	150_0	1
A11GX90QFWDLMM	150_0	2
AYHHOK9GDSWNH	150_3	2
A3PIXX8DQGYHGI	150_3	2
A11GX90QFWDLMM	150_3	2
A18941IO2ZZWW6	151_0	2
A3PIXX8DQGYHGI	151_0	2
AZE6KLDFEXBM0	151_0	1
AUPV5WJK85K4F	151_3	1
A26J29AVWFIMNY	151_3	1
A3G0MGLBT484I1	151_3	1
AYHHOK9GDSWNH	153_2	1
A1EPIK54UEQYQB	153_2	1
A18941IO2ZZWW6	153_2	2
A3PIXX8DQGYHGI	154_1	2
AYHHOK9GDSWNH	154_1	2
A3G0MGLBT484I1	154_1	1
AYHHOK9GDSWNH	154_11	2
A11GX90QFWDLMM	154_11	2
A26J29AVWFIMNY	154_11	2
A3PIXX8DQGYHGI	154_13	2
A11GX90QFWDLMM	154_13	1
A18941IO2ZZWW6	154_13	2
A11GX90QFWDLMM	154_14	2
A1PBRFFOTO5ZU6	154_14	2
A20BKXSNZS2O3J	154_14	2
A3PIXX8DQGYHGI	154_15	2
A20BKXSNZS2O3J	154_15	1
AUPV5WJK85K4F	154_15	1
A1ER3JLKRM3046	154_17	1
A1DE9XQJ5FSGIB	154_17	1
A3PIXX8DQGYHGI	154_17	2
A2OZTBCBOCHF9E	154_18	1
A1DE9XQJ5FSGIB	154_18	2
A1PBRFFOTO5ZU6	154_18	2
A3G0MGLBT484I1	154_4	1
A3PIXX8DQGYHGI	154_4	2
AZE6KLDFEXBM0	154_4	1
A18WNE09USHJSG	154_8	1
AYHHOK9GDSWNH	154_8	1
A18941IO2ZZWW6	154_8	2
A1ER3JLKRM3046	156_1	2
A2OZTBCBOCHF9E	156_1	1
A20BKXSNZS2O3J	156_1	1
AUPV5WJK85K4F	157_0	1
A3PIXX8DQGYHGI	157_0	2
A2KONK3TIL5KVX	157_0	1
A2OZTBCBOCHF9E	157_11	1
A1DE9XQJ5FSGIB	157_11	1
A11GX90QFWDLMM	157_11	2
