13	0	0
30	0	0
4	0	1
16	0	0
8	0	1
28	0	0
5	0	0
32	0	0
22	0	1
3	1	1
21	1	1
18	1	1
2	1	1
4	1	1
7	1	0
25	1	1
24	1	0
26	1	1
14	2	0
29	2	0
15	2	0
4	2	1
36	2	1
23	2	0
8	2	1
9	2	0
6	2	0
11	3	0
12	3	0
35	3	0
14	3	0
10	3	0
2	3	0
38	3	0
0	3	1
13	3	0
20	4	0
36	4	1
29	4	1
28	4	1
0	4	1
37	4	1
16	4	0
2	4	0
19	4	0
0	5	1
27	5	0
3	5	1
34	5	0
30	5	0
28	5	0
32	5	0
13	5	0
19	5	0
9	6	1
28	6	0
26	6	1
16	6	1
3	6	1
36	6	1
1	6	1
25	6	0
34	6	0
19	7	1
20	7	0
8	7	1
2	7	0
32	7	0
29	7	1
16	7	0
26	7	1
38	7	0
30	8	0
27	8	0
17	8	0
34	8	0
12	8	0
22	8	0
15	8	1
25	8	1
31	8	0
1	9	1
20	9	0
19	9	0
7	9	0
12	9	0
3	9	1
16	9	1
29	9	1
36	9	0
38	10	0
34	10	0
33	10	0
3	10	0
9	10	0
1	10	1
4	10	0
8	10	1
5	10	1
7	11	0
20	11	1
6	11	1
27	11	1
38	11	1
0	11	1
4	11	1
21	11	1
36	11	1
9	12	0
7	12	0
6	12	1
17	12	1
24	12	0
1	12	0
0	12	0
16	12	1
3	12	1
4	13	1
0	13	0
22	13	0
38	13	0
35	13	0
29	13	0
1	13	0
24	13	0
34	13	0
18	14	0
26	14	0
10	14	0
8	14	0
9	14	0
19	14	0
20	14	0
31	14	0
36	14	0
10	15	0
31	15	0
11	15	0
2	15	0
26	15	0
0	15	0
20	15	0
15	15	0
36	15	1
36	16	1
25	16	0
22	16	0
33	16	0
38	16	0
18	16	1
21	16	1
15	16	0
26	16	0
14	17	0
32	17	0
0	17	0
1	17	0
30	17	0
27	17	0
28	17	0
23	17	0
3	17	0
32	18	0
20	18	0
25	18	0
13	18	1
28	18	0
15	18	1
7	18	0
29	18	1
10	18	0
13	19	0
14	19	1
21	19	1
1	19	0
28	19	0
5	19	0
10	19	1
4	19	0
18	19	1
20	20	0
19	20	0
38	20	0
31	20	0
30	20	0
13	20	0
6	20	1
33	20	1
34	20	0
2	21	0
4	21	0
24	21	0
17	21	0
23	21	0
25	21	0
22	21	0
35	21	0
18	21	1
14	22	0
37	22	0
20	22	0
32	22	0
28	22	0
36	22	1
21	22	1
17	22	0
4	22	1
9	23	0
1	23	0
32	23	0
35	23	0
2	23	0
14	23	0
25	23	0
21	23	1
13	23	0
13	24	0
0	24	1
33	24	0
35	24	1
31	24	0
36	24	1
34	24	1
21	24	1
25	24	1
24	25	1
16	25	1
20	25	0
11	25	1
0	25	1
21	25	1
3	25	1
33	25	1
12	25	0
28	26	0
15	26	0
21	26	1
36	26	1
32	26	0
37	26	0
22	26	1
38	26	1
11	26	1
7	27	0
16	27	0
8	27	1
28	27	0
10	27	1
3	27	1
15	27	1
27	27	1
29	27	1
38	28	0
31	28	0
27	28	0
32	28	0
14	28	0
36	28	1
22	28	0
0	28	1
2	28	0
37	29	0
1	29	0
8	29	1
10	29	0
12	29	0
19	29	0
26	29	0
38	29	0
4	29	1
33	30	0
32	30	0
1	30	1
29	30	0
37	30	1
35	30	0
36	30	1
26	30	1
14	30	0
18	31	0
24	31	1
4	31	0
26	31	1
9	31	1
22	31	1
10	31	1
30	31	1
5	31	0
13	32	0
35	32	1
30	32	1
14	32	0
17	32	1
20	32	1
38	32	1
9	32	1
23	32	0
7	33	1
13	33	1
37	33	1
8	33	1
0	33	0
36	33	1
31	33	0
1	33	1
23	33	1
3	34	1
23	34	0
7	34	1
14	34	0
16	34	1
1	34	1
30	34	0
0	34	0
15	34	1
11	35	0
19	35	1
36	35	1
30	35	0
27	35	0
0	35	0
20	35	0
14	35	0
12	35	1
33	36	0
34	36	0
32	36	0
26	36	0
9	36	0
7	36	0
2	36	0
19	36	0
18	36	0
12	37	0
14	37	0
20	37	0
3	37	0
0	37	1
19	37	0
7	37	0
23	37	0
18	37	0
21	38	1
0	38	1
1	38	0
34	38	0
19	38	0
38	38	0
5	38	1
7	38	0
29	38	1
34	39	0
0	39	1
17	39	0
30	39	0
21	39	1
24	39	0
20	39	0
18	39	0
35	39	0
30	40	0
4	40	0
12	40	0
29	40	1
7	40	0
18	40	0
19	40	1
16	40	1
21	40	1
15	41	1
9	41	0
36	41	1
27	41	0
19	41	0
26	41	0
34	41	0
14	41	0
22	41	1
35	42	0
24	42	0
38	42	0
27	42	0
18	42	0
21	42	1
25	42	0
11	42	0
28	42	0
11	43	1
37	43	0
24	43	0
21	43	1
10	43	1
28	43	0
8	43	1
1	43	1
35	43	1
25	44	0
24	44	0
28	44	0
3	44	1
26	44	0
30	44	0
9	44	0
29	44	1
6	44	0
3	45	1
38	45	0
30	45	0
31	45	0
29	45	1
6	45	0
5	45	0
10	45	1
11	45	0
8	46	1
1	46	0
27	46	0
36	46	1
31	46	0
25	46	0
0	46	1
37	46	0
34	46	0
38	47	0
1	47	1
29	47	1
21	47	1
35	47	0
0	47	1
15	47	0
36	47	1
8	47	1
34	48	0
27	48	0
28	48	0
38	48	0
33	48	0
15	48	0
35	48	0
22	48	1
19	48	0
31	49	0
24	49	1
13	49	0
0	49	1
33	49	0
2	49	1
23	49	1
16	49	0
28	49	0
7	50	0
21	50	1
32	50	1
4	50	0
29	50	0
5	50	1
12	50	1
25	50	0
31	50	1
33	51	0
27	51	0
23	51	0
8	51	0
11	51	0
36	51	1
25	51	0
35	51	1
38	51	0
33	52	0
1	52	1
34	52	1
14	52	0
3	52	1
31	52	0
29	52	1
10	52	0
26	52	1
16	53	0
5	53	1
3	53	1
1	53	1
26	53	0
11	53	1
21	53	0
12	53	0
36	53	1
9	54	0
29	54	1
6	54	0
31	54	0
2	54	0
18	54	0
21	54	0
36	54	1
4	54	0
34	55	0
38	55	0
30	55	0
10	55	1
24	55	1
22	55	1
37	55	1
2	55	0
18	55	0
31	56	0
15	56	0
7	56	1
20	56	0
32	56	0
10	56	0
17	56	1
19	56	0
0	56	1
0	57	1
37	57	0
1	57	1
26	57	1
6	57	1
29	57	0
17	57	0
2	57	0
31	57	0
30	58	1
13	58	0
17	58	0
35	58	0
27	58	0
26	58	1
11	58	0
25	58	1
38	58	0
15	59	0
33	59	1
17	59	0
0	59	1
32	59	1
20	59	1
38	59	0
35	59	1
8	59	1
5	60	1
1	60	1
33	60	0
4	60	1
24	60	0
20	60	0
11	60	0
17	60	1
3	60	1
15	61	0
10	61	0
32	61	0
29	61	1
25	61	0
3	61	1
13	61	0
33	61	0
36	61	1
10	62	0
33	62	0
26	62	0
38	62	0
19	62	0
9	62	0
15	62	0
35	62	1
30	62	0
36	63	1
5	63	0
28	63	0
31	63	0
13	63	0
32	63	0
34	63	0
12	63	0
15	63	0
2	64	0
23	64	0
31	64	0
29	64	1
19	64	0
3	64	0
17	64	0
37	64	0
22	64	0
31	65	0
1	65	0
24	65	0
4	65	0
3	65	0
21	65	1
14	65	0
35	65	0
28	65	0
9	66	0
21	66	1
23	66	0
33	66	0
14	66	0
30	66	0
5	66	1
4	66	1
15	66	0
24	67	0
10	67	1
32	67	0
34	67	0
11	67	0
26	67	0
36	67	1
20	67	1
25	67	1
2	68	1
11	68	1
26	68	0
3	68	1
7	68	0
20	68	1
13	68	0
30	68	0
21	68	1
0	69	1
4	69	0
17	69	1
12	69	0
25	69	1
30	69	1
3	69	1
26	69	0
33	69	1
13	70	1
19	70	1
31	70	0
21	70	1
11	70	1
8	70	1
25	70	1
1	70	1
10	70	1
23	71	0
0	71	1
33	71	0
9	71	0
38	71	1
11	71	1
18	71	1
12	71	0
1	71	1
19	72	0
28	72	0
26	72	0
16	72	0
30	72	0
14	72	0
18	72	0
33	72	0
5	72	0
24	73	0
28	73	0
38	73	0
9	73	1
22	73	1
16	73	0
11	73	1
30	73	0
19	73	0
6	74	1
34	74	0
19	74	0
3	74	1
33	74	1
15	74	1
8	74	1
38	74	0
22	74	1
25	75	0
36	75	1
30	75	0
1	75	1
24	75	1
32	75	0
28	75	0
6	75	1
4	75	0
6	76	1
15	76	1
9	76	1
18	76	0
11	76	1
0	76	1
38	76	0
37	76	0
24	76	0
33	77	1
36	77	1
3	77	1
11	77	1
29	77	1
14	77	0
12	77	0
18	77	0
35	77	1
0	78	1
10	78	0
12	78	0
22	78	1
25	78	0
23	78	0
14	78	0
34	78	0
26	78	0
26	79	0
3	79	1
7	79	1
28	79	1
6	79	1
34	79	0
9	79	1
16	79	0
31	79	1
31	80	0
10	80	0
30	80	1
16	80	0
33	80	1
12	80	0
20	80	1
36	80	1
0	80	1
27	81	0
25	81	0
3	81	0
11	81	1
26	81	0
4	81	0
34	81	0
29	81	0
18	81	0
27	82	0
31	82	0
16	82	0
38	82	0
12	82	0
30	82	0
14	82	0
13	82	0
0	82	1
0	83	1
38	83	0
16	83	0
14	83	1
23	83	1
13	83	0
29	83	0
24	83	0
7	83	0
33	84	0
28	84	0
14	84	1
31	84	0
25	84	1
30	84	1
36	84	1
34	84	0
15	84	1
7	85	0
20	85	1
21	85	1
33	85	0
37	85	0
6	85	1
32	85	0
14	85	0
17	85	0
7	86	0
26	86	0
29	86	0
10	86	1
3	86	0
32	86	1
8	86	0
22	86	1
38	86	0
34	87	0
25	87	0
4	87	0
2	87	0
24	87	0
12	87	0
14	87	0
35	87	0
19	87	0
8	88	1
31	88	0
9	88	0
7	88	0
17	88	0
29	88	0
30	88	1
21	88	1
19	88	0
18	89	0
16	89	0
31	89	1
2	89	0
12	89	1
25	89	0
5	89	1
26	89	0
19	89	0
33	90	0
20	90	0
19	90	0
31	90	0
36	90	1
1	90	1
8	90	1
18	90	1
28	90	0
17	91	0
7	91	1
14	91	1
5	91	0
1	91	1
38	91	1
32	91	1
0	91	1
24	91	1
25	92	0
12	92	0
32	92	0
19	92	0
1	92	1
4	92	1
37	92	0
26	92	0
30	92	0
0	93	1
29	93	1
35	93	0
19	93	0
30	93	0
10	93	0
27	93	0
15	93	0
20	93	0
34	94	0
20	94	0
22	94	0
32	94	0
18	94	1
33	94	0
26	94	0
37	94	0
11	94	0
13	95	1
27	95	0
18	95	0
26	95	1
5	95	1
25	95	1
7	95	0
22	95	1
35	95	1
27	96	1
18	96	0
21	96	1
7	96	1
10	96	1
31	96	0
9	96	0
12	96	0
0	96	1
36	97	0
8	97	0
0	97	0
20	97	1
31	97	0
6	97	1
12	97	0
10	97	0
11	97	1
37	98	0
13	98	0
8	98	1
18	98	1
36	98	1
7	98	1
19	98	0
29	98	1
9	98	0
25	99	1
14	99	1
4	99	0
24	99	0
13	99	1
10	99	1
17	99	1
6	99	1
34	99	0
22	100	0
