5c757d16-ffa0-4c96-85cd-0ba4f5ad5151	79185673	0
2e4bb445-ea59-4f23-bb59-2eb68cf8b578	79185724	1
64e1a6f8-8615-443a-bad4-97c6da516ff1	79185900	1
99b6b784-3677-479e-b407-21791304b82d	79186190	2
d4aab29f-14bf-422d-b20b-6bda52f3dc4c	79186569	2
c40c420c-7308-4b09-a49a-b963b522afe1	79186651	0
e8ec517e-5570-4ee5-b113-0dec2be53225	79186665	1
01b758cc-da21-4456-bac9-c98b6ede19d2	79186726	2
21c057e6-77a0-4a0b-b6a9-e105c2b35cff	79186749	1
b04a1832-dc31-46d7-8f8e-fd8749fbdad8	79187165	2
74ae976e-effe-4341-be79-94dbad4f0d6c	79187357	1
9e64d973-6983-401e-a30c-94657940e949	79188095	1
3784fafa-0aae-4726-aa28-8acd0b4b4514	79188429	2
b4e5231f-8049-4305-b358-a0aa171b1b0c	79188466	2
efa9abd7-046d-4e5d-bd34-486916973ac2	79188512	0
bf9338b9-2c1e-4694-b228-f63b4ff96cd0	79188733	2
77bb394f-da90-47aa-b93c-3d3b48ca1c59	79188846	1
8e99f861-feee-4003-8f4f-0738c1112cbd	79189145	2
2da03fc4-6188-4180-b053-2019fa29226d	79189357	1
6ff8e9f9-08a9-41bb-a0ec-245959749d02	79189697	1
7559d9b2-2e2a-4f7a-8779-8d827d90243e	79189773	2
64e1a6f8-8615-443a-bad4-97c6da516ff1	79190118	2
071dc157-ef89-4676-a75b-7a0a52e6cf8b	79193752	2
b4e5231f-8049-4305-b358-a0aa171b1b0c	79193796	1
9bb03e4e-bcee-474f-92f6-e47a525be378	79193917	0
3d585528-4d8b-4c34-9c0c-0d9e5c96e48b	79194027	1
7559d9b2-2e2a-4f7a-8779-8d827d90243e	79194028	1
dab78240-63b5-4188-830b-d298b04d28ba	79194093	2
96a3e949-1a9a-4b2e-8ade-fdb70d9e5e9e	79194346	2
42a8edba-448d-49a7-bc11-5a776faa2c9f	79194550	1
74ae976e-effe-4341-be79-94dbad4f0d6c	79194811	2
cecd426f-3480-40c4-a4ea-193a2cfde618	79194933	0
3d585528-4d8b-4c34-9c0c-0d9e5c96e48b	79195142	2
3878e1b5-6023-4df0-8ffe-57910b517140	79195594	2
7559d9b2-2e2a-4f7a-8779-8d827d90243e	79195829	0
297b9a2d-ba91-4611-b0ad-bf96d4e9e76d	79196060	2
e4a6ef5f-143e-44f2-95d6-c2a2eac2f09b	79196168	1
abbc21c7-14cd-4804-a0e5-dd7a0e008261	79196316	0
2cdbcc8a-c9fd-47d4-99eb-c7b09f896aa2	79196441	2
7c7bee82-b71c-41e0-bcb2-e5cf4db62efe	79196748	2
9a7a5e04-27bd-4381-9437-c855cd8cb463	79196972	1
21c057e6-77a0-4a0b-b6a9-e105c2b35cff	79197068	1
fc72b8e1-20b5-43c4-b566-4d51d0db6c80	79197151	0
64e1a6f8-8615-443a-bad4-97c6da516ff1	79197417	2
b919f078-c794-4ab6-9a3e-937e87d8989f	79197503	2
2648b250-97ef-4a5a-ba53-a36ca570a4ba	79197563	1
e583ae86-d69a-4b1c-9ae1-25d7868edcd0	79197691	1
3e8c733a-cca3-4a5d-b54d-1a0c23c5a0fa	79197834	2
9a7a5e04-27bd-4381-9437-c855cd8cb463	79197903	0
8e99f861-feee-4003-8f4f-0738c1112cbd	79197928	2
bf9338b9-2c1e-4694-b228-f63b4ff96cd0	80050064	1
77bb394f-da90-47aa-b93c-3d3b48ca1c59	80050144	1
ee6cb599-7e93-47e9-b6a4-307a0ead9ce8	80050625	0
03fea79a-a95b-48b3-b829-e00086f9ad61	80050645	1
e6e3c7f1-fe12-4ad6-90fd-c06dfc7dd421	80050754	0
f8e41faf-c405-481d-9a16-0a015243a0c5	80051053	2
4493ca7a-f3a8-4d69-820b-f59baf8de69d	80051237	1
f3062379-65c1-4b8f-a850-2a5157321a20	80051992	1
71edc5e8-a0c2-4429-ad13-c5200f0159c4	80052151	2
c37bdcd9-d23a-4f6f-af00-745d08fbe493	80052225	1
cafc334a-40a0-480f-a9e1-ed46211c795f	80053174	2
71edc5e8-a0c2-4429-ad13-c5200f0159c4	80053403	1
db288f63-7096-4728-9e2c-88a79e0050f0	80053599	1
a89d6740-209c-47bf-a249-dd70846c9998	80053613	1
b60eb036-02e8-4173-b236-1e06f24f0949	80053682	0
0f050d72-c1f5-409c-9d92-32f50ca6fa63	80053749	2
7559d9b2-2e2a-4f7a-8779-8d827d90243e	80054009	1
61de4e57-b422-4f0f-8601-34c56f8c797b	80054061	1
e91a707b-0d21-4af4-9982-08967a036115	80054166	1
64e1a6f8-8615-443a-bad4-97c6da516ff1	80055712	2
d3215b7d-8039-4a77-9770-27740d78bfb3	80055921	0
af9e873b-efda-468d-85ac-8ec68caa37ba	80056141	1
