"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.document","Input.lineNum","Input.numSegs","Input.seg1","Input.seg2","Input.seg3","Input.seg4","Input.seg5","Input.seg6","Input.seg7","Input.seg8","Input.seg9","Input.seg10","Input.seg11","Input.seg12","Input.seg13","Input.seg14","Input.seg15","Input.seg16","Input.seg17","Input.seg18","Input.seg19","Input.seg20","Answer.comment","Answer.seg5","Answer.seg6","Answer.translation1","Answer.where_learned","Answer.how_long","Answer.translation2","Answer.what_aid","Answer.translation3","Answer.native_language","Answer.usedMT","Answer.translation4","Answer.translation5","Answer.where_live","Answer.seg1","Answer.translation6","Answer.seg2","Answer.seg3","Answer.seg4","Answer.how_long_English","Approve","Reject"
"JWBZWNZC5WMJRZYHG810","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","1","","JWBZWNZC5WMJRZYHG81059SZYFY26XCZZ2Z53230","ALRGHXUNH1UV7","Approved","Thu Jun 11 13:59:51 GMT 2009","Thu Jun 11 14:07:03 GMT 2009","Thu Jun 18 14:07:03 GMT 2009","Fri Jun 12 09:14:19 PDT 2009","","","432","urd-WL-77-174260-11358605-post8","1394","6","پتہ نہيں يہ کہانی کس نے لکھی کيسے وجود ميں آئی ليکن ايک بات ضرور ہے ہر زمانے ميں ڈريکولا معصوم انسانوں کا خون پيتے رہے ہيں،","ہر زمانے ميں جنگيں ہوتی رہی ہيں اور ہر زمانے ميں خون بہتا رہا ہے۔","ليکن حيرت کی بات يہ ہے کہ اکيسويں صدی کا يہ انسان جو اپنے آپ کو بہت مہذب مانتا ہے کيسے دن دہاڑے اور سر عام ہونے والے اس قتل عام پر خاموش ہے،","کيسے يہ اس بات کو محسوس نہيں کرتا کہ جو کچھ ہورہا ہے وہ انسانيت کی ايک بد ترين شکل پيش کررہا ہے۔","افسوس ناک اور المناک پہلو تو يہ ہے کہ تہذيب يافتہ انسان کا يہ سياہ پہلو آنے والی صدی کے ايک اور انسان کے سامنے کيا تصوير پيش کرے گا۔","خير انديش، سجادالحسنين، حيدرآباد دکن","","","","","","","","","","","","","","","","افسوس ناک اور المناک پہلو تو يہ ہے کہ تہذيب يافتہ انسان کا يہ سياہ پہلو آنے والی صدی کے ايک اور انسان کے سامنے کيا تصوير پيش کرے گا۔","خير انديش، سجادالحسنين، حيدرآباد دکن","What is not write a story, But how do you have emerged in her every time it is certainly in the Dracula innocent lives in blood,.","mother tounge","birth","In every time and are being wars and every time blood is running.","a dictionary","But this is his son 21st century of the human that it is very civilized agree to how do you Day is a common shouting and head of the murder of the quiet,","urdu","no","How do you feel this isn't going that he is a bad best T photo: Graham as it is back.","Sorry, nose and tragic aspect of this is that you come downstairs?'®-qualified human aspect of the century coming from the front of the human ' and he will be made.","india","پتہ نہيں يہ کہانی کس نے لکھی کيسے وجود ميں آئی ليکن ايک بات ضرور ہے ہر زمانے ميں ڈريکولا معصوم انسانوں کا خون پيتے رہے ہيں،","Always being beauty of Hyderabad Deccan","ہر زمانے ميں جنگيں ہوتی رہی ہيں اور ہر زمانے ميں خون بہتا رہا ہے۔","ليکن حيرت کی بات يہ ہے کہ اکيسويں صدی کا يہ انسان جو اپنے آپ کو بہت مہذب مانتا ہے کيسے دن دہاڑے اور سر عام ہونے والے اس قتل عام پر خاموش ہے،","کيسے يہ اس بات کو محسوس نہيں کرتا کہ جو کچھ ہورہا ہے وہ انسانيت کی ايک بد ترين شکل پيش کررہا ہے۔","from schooling"
"7HEZHTYSDZK2Q9Z9KW6Z","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","19","","7HEZHTYSDZK2Q9Z9KW6Z5SFMTTYH40PZ3V01QREZ","A3U16UHGUAKTZS","Approved","Tue Jun 09 18:24:43 GMT 2009","Tue Jun 09 18:31:14 GMT 2009","Tue Jun 16 18:31:14 GMT 2009","Tue Jun 09 11:38:22 PDT 2009","","","391","urd-NG-102-174502-11516154-post33","1073","6","اس خطہ ميں صلاحيتيں تو بہت ہيں۔","خدا جانے کب عقل آئے گی اور اتفاق کی برکت سے يہ خطہ ترقی کرے۔","دونوں ملکوں ميں ملا، پنڈت، طالبان، شيو سينا، آر ايس ايس وغيرہ تو امن کے مخالف تيار کیے گئے ہيں ہي۔","اور دجالی قوتيں نہيں چاہتی کہ يہ خطہ امن کے ساتھ ترقی کرے چنانچہ ان ملکوں کو پتلی ناچ نچايا جا رہا ہے۔","کيا آپ تصور کر سکتے ہيں کہ اتفاق کے ساتھ اس علاقہ پاکستان بھارت اور چین کا دنيا ميں کيا مقام ہوگا۔","پاکستان پر تو خدا کا عذاب ہے جو چوروں ڈاکوؤں اور رسہ گيروں کو بصورت ليڈر قوم پر مسلط کر ديا ہے۔","","","","","","","","","","","","","","","","کيا آپ تصور کر سکتے ہيں کہ اتفاق کے ساتھ اس علاقہ پاکستان بھارت اور چین کا دنيا ميں کيا مقام ہوگا۔","پاکستان پر تو خدا کا عذاب ہے جو چوروں ڈاکوؤں اور رسہ گيروں کو بصورت ليڈر قوم پر مسلط کر ديا ہے۔","This sector does have a lot of abilities.","","","God knows when they will come to their senses and use the blessing of unity to make some progress.","","Both countries have priests, Shiv sena, RSS etc. that constantly oppose peace.","","","And these negative forces do not want the sector to make any progress, hence the countries are kept on their toes.","Can you imagine the status of this place in the world for Pakistan, India and China, with just a little bit of unity?","","اس خطہ ميں صلاحيتيں تو بہت ہيں۔","Pakistan is cursed by God for having robbers and thieves as their appointed leaders.","خدا جانے کب عقل آئے گی اور اتفاق کی برکت سے يہ خطہ ترقی کرے۔","دونوں ملکوں ميں ملا، پنڈت، طالبان، شيو سينا، آر ايس ايس وغيرہ تو امن کے مخالف تيار کیے گئے ہيں ہي۔","اور دجالی قوتيں نہيں چاہتی کہ يہ خطہ امن کے ساتھ ترقی کرے چنانچہ ان ملکوں کو پتلی ناچ نچايا جا رہا ہے۔",""
"1Z9CZNYJT9DZ5HZFHGE0","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","19","","1Z9CZNYJT9DZ5HZFHGE07ZCZPB09D9NW3SWP53YZ","ALRGHXUNH1UV7","Approved","Thu Jun 11 13:53:11 GMT 2009","Thu Jun 11 14:13:45 GMT 2009","Thu Jun 18 14:13:45 GMT 2009","Fri Jun 12 09:14:20 PDT 2009","","","1234","urd-NG-102-174502-11516146-post137","988","6","اس بات پر تو کوئی دو رائے نہیں کہ یہ ایک بہت ہی بہیمانہ فعل ہے۔","لیکن سوال یہ ہے کہ جب ہزاروں طالبان پیر سمیع اللہ کے گاوں پر حملہ آور ہوئے تھے تو پاکستانی فوج کہاں تھی اور کیا کر رہی تھی؟","کیا فوج کا احتساب نہیں ہونا چاہیے کہ ایک سال میں انہوں نے وہاں کیا کیا؟","ہر روز جو ہزاروں کی تعداد میں وہ مارٹر اور توپ کے گولے برساتے ہیں ان سے کتنے طالبان مارے جاتے ہیں؟","میں آئی ایس آئی سے اپیل کرتا ہوں کہ خدارا طالبان کی سرپرستی چھوڑ دیں اور ہمیں جنت نظیر سوات میں امن سے رہنے دیں۔","اور یہ جعلی آپریشن بند کردیں۔","","","","","","","","","","","","","","","","میں آئی ایس آئی سے اپیل کرتا ہوں کہ خدارا طالبان کی سرپرستی چھوڑ دیں اور ہمیں جنت نظیر سوات میں امن سے رہنے دیں۔","اور یہ جعلی آپریشن بند کردیں۔","There seems to be two opinions that it is not a very brutal action.","at home","birth","But the question is, on Monday when thousands of Taliban villages were attacklled by samiuah, and the Pakistani army and was where with them?","a dictionary","The army to should not be accountability that a year, he said there?","urdu","no","Thousands are killed every day, the number of the mortar shells and battery, the number is very uneasy for Taliban .","The ISI, I appeal to the Taliban that only thing and we will give tutelage heaven Benazir Swat to the peace.","india","اس بات پر تو کوئی دو رائے نہیں کہ یہ ایک بہت ہی بہیمانہ فعل ہے۔","And the fake operation.","لیکن سوال یہ ہے کہ جب ہزاروں طالبان پیر سمیع اللہ کے گاوں پر حملہ آور ہوئے تھے تو پاکستانی فوج کہاں تھی اور کیا کر رہی تھی؟","کیا فوج کا احتساب نہیں ہونا چاہیے کہ ایک سال میں انہوں نے وہاں کیا کیا؟","ہر روز جو ہزاروں کی تعداد میں وہ مارٹر اور توپ کے گولے برساتے ہیں ان سے کتنے طالبان مارے جاتے ہیں؟","from schooling"
"1Z9CZNYJT9DZ5HZFHGE0","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","19","","1Z9CZNYJT9DZ5HZFHGE0FZVZVPZRZWPCRNZWDR70","A3K1NFRE3KPB2H","Rejected","Tue Jun 09 06:40:05 GMT 2009","Tue Jun 09 06:47:27 GMT 2009","Tue Jun 16 06:47:27 GMT 2009","","2009/06/09 12:10:02 +0000","","442","urd-NG-102-174502-11516146-post137","988","6","اس بات پر تو کوئی دو رائے نہیں کہ یہ ایک بہت ہی بہیمانہ فعل ہے۔","لیکن سوال یہ ہے کہ جب ہزاروں طالبان پیر سمیع اللہ کے گاوں پر حملہ آور ہوئے تھے تو پاکستانی فوج کہاں تھی اور کیا کر رہی تھی؟","کیا فوج کا احتساب نہیں ہونا چاہیے کہ ایک سال میں انہوں نے وہاں کیا کیا؟","ہر روز جو ہزاروں کی تعداد میں وہ مارٹر اور توپ کے گولے برساتے ہیں ان سے کتنے طالبان مارے جاتے ہیں؟","میں آئی ایس آئی سے اپیل کرتا ہوں کہ خدارا طالبان کی سرپرستی چھوڑ دیں اور ہمیں جنت نظیر سوات میں امن سے رہنے دیں۔","اور یہ جعلی آپریشن بند کردیں۔","","","","","","","","","","","","","","","U making same mistakes,the second paragraph is not in urdu will u please stop making such mistakes ,please.","میں آئی ایس آئی سے اپیل کرتا ہوں کہ خدارا طالبان کی سرپرستی چھوڑ دیں اور ہمیں جنت نظیر سوات میں امن سے رہنے دیں۔","اور یہ جعلی آپریشن بند کردیں۔","This was a two opinion that it is not a very brutal action.","in india","from childhood","( This complete paragraph is not in Urdu  )","my uncle's help","The army to should not be accountability that a year, he said there?","hindi,urdu.","yes","Thousands of every day, the number of the mortar shells and battery, the number is very uneasy Taliban are killed.","The ISI, I appeal to the Taliban that only thing and we will give tutelage heaven Benazir Swat to the peace.","india","اس بات پر تو کوئی دو رائے نہیں کہ یہ ایک بہت ہی بہیمانہ فعل ہے۔","And the fake operation.","لیکن سوال یہ ہے کہ جب ہزاروں طالبان پیر سمیع اللہ کے گاوں پر حملہ آور ہوئے تھے تو پاکستانی فوج کہاں تھی اور کیا کر رہی تھی؟","کیا فوج کا احتساب نہیں ہونا چاہیے کہ ایک سال میں انہوں نے وہاں کیا کیا؟","ہر روز جو ہزاروں کی تعداد میں وہ مارٹر اور توپ کے گولے برساتے ہیں ان سے کتنے طالبان مارے جاتے ہیں؟","urdu words used in hindi language n i m using it from childhood"
"1Z9CZNYJT9DZ5HZFHGE0","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","19","","1Z9CZNYJT9DZ5HZFHGE0ZWPZZYYY518EYBYEHXN0","A1KJ9JM4ORIRR9","Rejected","Wed Jun 10 10:16:44 GMT 2009","Wed Jun 10 10:22:16 GMT 2009","Wed Jun 17 10:22:16 GMT 2009","","2009/06/10 11:55:17 +0000","","332","urd-NG-102-174502-11516146-post137","988","6","اس بات پر تو کوئی دو رائے نہیں کہ یہ ایک بہت ہی بہیمانہ فعل ہے۔","لیکن سوال یہ ہے کہ جب ہزاروں طالبان پیر سمیع اللہ کے گاوں پر حملہ آور ہوئے تھے تو پاکستانی فوج کہاں تھی اور کیا کر رہی تھی؟","کیا فوج کا احتساب نہیں ہونا چاہیے کہ ایک سال میں انہوں نے وہاں کیا کیا؟","ہر روز جو ہزاروں کی تعداد میں وہ مارٹر اور توپ کے گولے برساتے ہیں ان سے کتنے طالبان مارے جاتے ہیں؟","میں آئی ایس آئی سے اپیل کرتا ہوں کہ خدارا طالبان کی سرپرستی چھوڑ دیں اور ہمیں جنت نظیر سوات میں امن سے رہنے دیں۔","اور یہ جعلی آپریشن بند کردیں۔","","","","","","","","","","","","","","","","میں آئی ایس آئی سے اپیل کرتا ہوں کہ خدارا طالبان کی سرپرستی چھوڑ دیں اور ہمیں جنت نظیر سوات میں امن سے رہنے دیں۔","اور یہ جعلی آپریشن بند کردیں۔","Translation of the first sentence goes here.","yes","2years","Translation of the second sentence goes here.","no use","","Telugu","","","","Hyderabad","اس بات پر تو کوئی دو رائے نہیں کہ یہ ایک بہت ہی بہیمانہ فعل ہے۔","","لیکن سوال یہ ہے کہ جب ہزاروں طالبان پیر سمیع اللہ کے گاوں پر حملہ آور ہوئے تھے تو پاکستانی فوج کہاں تھی اور کیا کر رہی تھی؟","کیا فوج کا احتساب نہیں ہونا چاہیے کہ ایک سال میں انہوں نے وہاں کیا کیا؟","ہر روز جو ہزاروں کی تعداد میں وہ مارٹر اور توپ کے گولے برساتے ہیں ان سے کتنے طالبان مارے جاتے ہیں؟","8years"
"D1DZHJYPX1GCVH169XQZ","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","0","","D1DZHJYPX1GCVH169XQZMWTZJ4D14YS0PV8TDW20","A2I57WW1B3EVWX","Approved","Thu Jun 11 11:35:30 GMT 2009","Thu Jun 11 14:14:40 GMT 2009","Thu Jun 18 14:14:40 GMT 2009","Fri Jun 12 09:14:18 PDT 2009","","","9550","urd-NG-102-174502-11516103-post18","781","6","پاکستان بننے کے بعد بھی کافی عرصہ تک سوات کا تمام انتظام والی سوات کے ذمہ تھا جن کی باقاعدہ ايک فوج اور قانون تھا۔","انہوں نے ايک معاہدے کے تحت سوات کا انتظام حکومت پاکسان کے سپرد کيا","مگر افسوس کہ ہماری حکومتوں نے سوات کے ساتھ سوتيلی ماں جيسا سلوک کيا۔","سوات ميں والی سوات کی حکومت کے خاتمے کے بعد سکولوں کی تعداد ميں بالکل بھی اضافہ نہيں ہوا","اور نہ ہی وہاں کی تعمير و ترقی ميں دلچسپی لی گئی۔","موجودہ دور ميں جو لڑکياں تعليم حاصل کررہی تھيں ان کی تعداد سابقہ دور سے کئی گنا کم ہے۔","","","","","","","","","","","","","","","","اور نہ ہی وہاں کی تعمير و ترقی ميں دلچسپی لی گئی۔","موجودہ دور ميں جو لڑکياں تعليم حاصل کررہی تھيں ان کی تعداد سابقہ دور سے کئی گنا کم ہے۔","After formation of Pakistan also all the prospects of south was under walis south which had a single rule.","home","20","It had given Pakistan for a period to rule south","nothing","But tragically our government behaved with south as step mother.","urdu","no","In south after the end of wali south rule there were no increase in schools","And also there showed no interest in their developments.","india","پاکستان بننے کے بعد بھی کافی عرصہ تک سوات کا تمام انتظام والی سوات کے ذمہ تھا جن کی باقاعدہ ايک فوج اور قانون تھا۔","Presently the girls seeking education went down.","انہوں نے ايک معاہدے کے تحت سوات کا انتظام حکومت پاکسان کے سپرد کيا","مگر افسوس کہ ہماری حکومتوں نے سوات کے ساتھ سوتيلی ماں جيسا سلوک کيا۔","سوات ميں والی سوات کی حکومت کے خاتمے کے بعد سکولوں کی تعداد ميں بالکل بھی اضافہ نہيں ہوا","15"
"BZ221ZZ5JX9Z4BZ6ZZT0","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","0","","BZ221ZZ5JX9Z4BZ6ZZT0GY6ZWQ1RDX2GW1ZE3WJ0","ALRGHXUNH1UV7","Approved","Thu Jun 11 13:55:07 GMT 2009","Thu Jun 11 15:45:39 GMT 2009","Thu Jun 18 15:45:39 GMT 2009","Fri Jun 12 09:14:17 PDT 2009","","","6632","urd-NG-102-174502-11516146-post58","1017","6","حيرت ہوتی ہے جب يہ کہا جاتا ہے کہ يہ کام کسی مسلمان کا نہيں ہو سکتا۔","ہم خود اپنی ہی تاريخ سے نابلد ہيں يا مصلحتاً چشم پوشی کر جاتے ہيں۔","وصال پيغمبر کے بعد انکار بيعت پر دخترِ رسول کا بند دروازہ کس نے نظر آتش کيا اور ان کے شوہر کو گلے ميں رسی ڈال کون گھسيٹ لے چلا تھا؟","کيا وہ کہيں باہر سے آئے تھے؟","مدينہ پر فوج يزيد کي يلغار اور سانحۂ کربلا کيا ہنود و يہود کا کيا دھرا تھا؟","حقائق تسليم کیے بغير محرکات دور ہوئے ہيں نہ ہي سدباب ہوا ہے۔","","","","","","","","","","","","","","","","مدينہ پر فوج يزيد کي يلغار اور سانحۂ کربلا کيا ہنود و يہود کا کيا دھرا تھا؟","حقائق تسليم کیے بغير محرکات دور ہوئے ہيں نہ ہي سدباب ہوا ہے۔","It is his son when it is said that this is a work of Muslims can not.","mother tounge","birth","We enables it to the eye or are not a senator","a dictionary","After the prophet refused to educationist بيعت closed the doors of the Prophet daughter of the volcano in what and her husband to put the rope who was walked to گھسيٹ?","urdu","no","What he had come to counter the outside.","The army's pilgrimage to the enemy  and what  Karbala and what the axle?","india","حيرت ہوتی ہے جب يہ کہا جاتا ہے کہ يہ کام کسی مسلمان کا نہيں ہو سکتا۔","Without the facts and accept are unsafe, not a check.","ہم خود اپنی ہی تاريخ سے نابلد ہيں يا مصلحتاً چشم پوشی کر جاتے ہيں۔","وصال پيغمبر کے بعد انکار بيعت پر دخترِ رسول کا بند دروازہ کس نے نظر آتش کيا اور ان کے شوہر کو گلے ميں رسی ڈال کون گھسيٹ لے چلا تھا؟","کيا وہ کہيں باہر سے آئے تھے؟","from schooling"
"DA6Z0FZEFBVWV4M7GWXZ","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","0","","DA6Z0FZEFBVWV4M7GWXZ2YY0V5XNVZXZSG4RRYA0","A2I57WW1B3EVWX","Approved","Thu Jun 11 11:35:33 GMT 2009","Thu Jun 11 14:30:37 GMT 2009","Thu Jun 18 14:30:37 GMT 2009","Fri Jun 12 09:14:18 PDT 2009","","","10504","urd-NG-102-174502-11516165-post13","1156","6","صلاحیت رکھنا يا نہ رکھنا يا يہ کہنا کہ نہيں چاہتا۔","ہم يعنی پاکستانی کس کی جنگ لڑ رہے ہيں۔","اور کيوں ہمارے بھی مفادات ہيں جنہيں جن کو ہم پوری کوشش کر کے بچائبگے۔","کسی کو کسی ملکی معاملات ميں مداخلت کرنے کا اختيار نہيں ہے۔","نوآباديات کا دور بظاہر نظرنہيں آتا۔","اگر لوگوں کو انصاف کی توقع ہو يا اتحادی آزاد عدليہ کے نفاذ پر زور ديں جمہوري اداروں کا احترام کريں اور کسی آمر يا فوجی کی مدد نہ کريں تو تيسری دنيا بشمول پاکستان ميں امن قائم ہوگا اور جو اتحاديوں کو شاید قبول نہیں ہے۔","","","","","","","","","","","","","","","","نوآباديات کا دور بظاہر نظرنہيں آتا۔","اگر لوگوں کو انصاف کی توقع ہو يا اتحادی آزاد عدليہ کے نفاذ پر زور ديں جمہوري اداروں کا احترام کريں اور کسی آمر يا فوجی کی مدد نہ کريں تو تيسری دنيا بشمول پاکستان ميں امن قائم ہوگا اور جو اتحاديوں کو شاید قبول نہیں ہے۔","Keeping Talents or not keeping talents why would not be it said.","home","20","We Palestinians are fighting a war for this.","nothing","And also its our policies we try to save them.","urdu","no","No one has the right to interfere in any countries affairs.","We cant notice the reign of good.","india","صلاحیت رکھنا يا نہ رکھنا يا يہ کہنا کہ نہيں چاہتا۔","If people has right view of justice or strengthens on independence respect southern institutions and not help any captain or soldier they there will be definitely peace in Pakistan which is not liked by politicians.","ہم يعنی پاکستانی کس کی جنگ لڑ رہے ہيں۔","اور کيوں ہمارے بھی مفادات ہيں جنہيں جن کو ہم پوری کوشش کر کے بچائبگے۔","کسی کو کسی ملکی معاملات ميں مداخلت کرنے کا اختيار نہيں ہے۔","15"
"E38ZJDYX9TXZSFY3CA1Z","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","17","","E38ZJDYX9TXZSFY3CA1ZR2HJTAZTRY6RTVZJXW80","A1LH5C5Z639IEW","Rejected","Tue Jun 09 20:01:24 GMT 2009","Tue Jun 09 20:04:38 GMT 2009","Tue Jun 16 20:04:38 GMT 2009","","2009/06/09 22:01:47 +0000","","194","urd-NG-102-174502-11516161-post150","1097","6","پاکستان ميں موجود دہشتگر تنظيميں جنہوں نے جہاد کے نام پر پيشہ وارانہ جرائم پيشہ لوگ پال رکھے ہيں يہ اور ان ملاوؤں کے ’بڑے‘ وہی ہيں جو پاکستان کو پليدستان اور جانے کيا کيا کہتے رہے ہيں۔","اب يہ پاکستان کو تباہ کرنے ميں کوئی کسر نہيں چھوڑ رہے۔","اصل ميں يہ مسلمان تو کيا انسان کہلوانے کے حقدار نہيں۔","پاکستان کو ان شرپسندوں سے پاک کیے بغير ملکی سلامتی خطرہ ميں رہےگي۔","کيا اب بھی يہ سوچنے کی گنجائش ہے کہ ان مفسدوں پر پابندی لگائی جائے کہ نہ؟","متشدد ملاوؤں کی اس دنيا ميں کہيں جگہ نہيں جنکا کام ہی قتل کرانا ہے۔","","","","","","","","","","","","","","","It is very interesting language.","کيا اب بھی يہ سوچنے کی گنجائش ہے کہ ان مفسدوں پر پابندی لگائی جائے کہ نہ؟","متشدد ملاوؤں کی اس دنيا ميں کہيں جگہ نہيں جنکا کام ہی قتل کرانا ہے۔","When the ugly girl decides to find herself a husband she has no idea what she’s letting herself in for.","From my father","24 years","Google Maps for mobile is a free application that puts maps, driving directions, business listings, and more in your pocket. With the brand new Google Latitude feature, see your friends' locations and status messages, and share yours with them.","translator.translator.com","Put yourself in the role of the penguin Ali who was chosen for a dangerous mission. Your task is to bring back a precious relic- sacred golden egg to the nation of penguins.","Macedonian","yes","Make cheap international calls and experience superior voice quality! See a sexy profile you like, give her a call! Got talent, make money in your spare time!","Renxo's WAP site, a leading mobile content provider in Argentina. The site automatically adapts to user's taste and always offers the most relevant content.","MAcedonia","پاکستان ميں موجود دہشتگر تنظيميں جنہوں نے جہاد کے نام پر پيشہ وارانہ جرائم پيشہ لوگ پال رکھے ہيں يہ اور ان ملاوؤں کے ’بڑے‘ وہی ہيں جو پاکستان کو پليدستان اور جانے کيا کيا کہتے رہے ہيں۔","Baghdad returns to a lake of blood. Teams off each side, are based in certain quarters and they attack the military forces of the other side. A real 3D war ambience!","اب يہ پاکستان کو تباہ کرنے ميں کوئی کسر نہيں چھوڑ رہے۔","اصل ميں يہ مسلمان تو کيا انسان کہلوانے کے حقدار نہيں۔","پاکستان کو ان شرپسندوں سے پاک کیے بغير ملکی سلامتی خطرہ ميں رہےگي۔","22 years"
"E38ZJDYX9TXZSFY3CA1Z","SY3C4RW9VS7ZS55PNS4Z","Urdu to English Translation","Translate 6 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.60","Tue Jun 09 04:17:34 GMT 2009","1","","25200","604800","Tue Jun 16 04:17:34 GMT 2009","17","","E38ZJDYX9TXZSFY3CA1ZRXSMPNZ7K12A3AZEE2E0","A132ZMWEMNNUSA","Approved","Thu Jun 11 13:33:22 GMT 2009","Thu Jun 11 14:25:32 GMT 2009","Thu Jun 18 14:25:32 GMT 2009","Fri Jun 12 09:14:18 PDT 2009","","","3130","urd-NG-102-174502-11516161-post150","1097","6","پاکستان ميں موجود دہشتگر تنظيميں جنہوں نے جہاد کے نام پر پيشہ وارانہ جرائم پيشہ لوگ پال رکھے ہيں يہ اور ان ملاوؤں کے ’بڑے‘ وہی ہيں جو پاکستان کو پليدستان اور جانے کيا کيا کہتے رہے ہيں۔","اب يہ پاکستان کو تباہ کرنے ميں کوئی کسر نہيں چھوڑ رہے۔","اصل ميں يہ مسلمان تو کيا انسان کہلوانے کے حقدار نہيں۔","پاکستان کو ان شرپسندوں سے پاک کیے بغير ملکی سلامتی خطرہ ميں رہےگي۔","کيا اب بھی يہ سوچنے کی گنجائش ہے کہ ان مفسدوں پر پابندی لگائی جائے کہ نہ؟","متشدد ملاوؤں کی اس دنيا ميں کہيں جگہ نہيں جنکا کام ہی قتل کرانا ہے۔","","","","","","","","","","","","","","","","کيا اب بھی يہ سوچنے کی گنجائش ہے کہ ان مفسدوں پر پابندی لگائی جائے کہ نہ؟","متشدد ملاوؤں کی اس دنيا ميں کہيں جگہ نہيں جنکا کام ہی قتل کرانا ہے۔","The terrorist organizations present in Pakistan are employing professional criminals in the name of Jihad, the mentors of these and the mullahs are the same people who called Pakistan, Paleedistan and what not from time to time.","It is my native tongue. Learned it at home and school.","30 years","They are not letting any stone unturned in the destruction of Pakistan.","N/A","They do not deserve to be called humans let alone muslims.","Urdu","no","Without rooting these miscreants out of Pakistan, the national security will be at risk.","Is there still room for consideration whether these scoundrels should be banned?","Pakistan","پاکستان ميں موجود دہشتگر تنظيميں جنہوں نے جہاد کے نام پر پيشہ وارانہ جرائم پيشہ لوگ پال رکھے ہيں يہ اور ان ملاوؤں کے ’بڑے‘ وہی ہيں جو پاکستان کو پليدستان اور جانے کيا کيا کہتے رہے ہيں۔","There is no place in this world for extremist mullahs whose only purpose is to kill.","اب يہ پاکستان کو تباہ کرنے ميں کوئی کسر نہيں چھوڑ رہے۔","اصل ميں يہ مسلمان تو کيا انسان کہلوانے کے حقدار نہيں۔","پاکستان کو ان شرپسندوں سے پاک کیے بغير ملکی سلامتی خطرہ ميں رہےگي۔","Approx 10 years"
