"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.document","Input.lineNum","Input.numSegs","Input.seg1","Input.seg2","Input.seg3","Input.seg4","Input.seg5","Input.seg6","Input.seg7","Input.seg8","Input.seg9","Input.seg10","Input.seg11","Input.seg12","Input.seg13","Input.seg14","Input.seg15","Input.seg16","Input.seg17","Input.seg18","Input.seg19","Input.seg20","Answer.comment","Answer.translation1","Answer.where_learned","Answer.how_long","Answer.translation2","Answer.what_aid","Answer.usedMT","Answer.translation3","Answer.native_language","Answer.translation4","Answer.where_live","Answer.seg1","Answer.seg2","Answer.seg3","Answer.seg4","Answer.how_long_English","Approve","Reject"
"DS5Z6SZ7ZHK2RYZWWXAZ","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","19","","DS5Z6SZ7ZHK2RYZWWXAZ72EZPDXCBZZZRXX5SXMZ","ALRGHXUNH1UV7","Approved","Thu Jun 11 16:42:03 GMT 2009","Thu Jun 11 17:08:49 GMT 2009","Thu Jun 18 17:08:49 GMT 2009","Fri Jun 12 09:06:27 PDT 2009","","","1606","urd-WL-83-174268-11364090-post1","1498","4","ہمارے معاشرے میں اگر ایک پچاس پچبن سالہ شخص کی بیوی یا کسی بیوی کا شوہر اگر اگے جہاں روانہ ہو جائے اور وہ دوسری شادی کر لیں، تو اسے اچھی نظر سے کیوں نہیں دیکھا جاتا؟","ہمارے قریب ایک پاکستانی انکل ہیں، ان کی بیوی دس بارہ سال قبل انتقال کر گئی تھیں، اب سب بچوں کی شادیاں کرنے کے بعد انہوں نے ایک بیوہ خاتون سے شادی کر لی، تو بچے ہی ان کے خلاف ہو گئے ہیں۔","میری نظر میں تو یہ ان کا شرعی حق ہے آپ کیا کہتے ہیں؟","ہمارے ہوتے کوئی ہماری ماں کی جگہ لے، یہ ہم سے برداشت نہیں ہوتا والی سوچ کس قسم کی سوچ ہے؟","","","","","","","","","","","","","","","","","","In our societies if a 50-year-old person or the wife of his wife, her husband if left forward and they should take a second marriage,then why the people didn't see with a good thought.","mother tounge","birth","A Pakistani uncle near to his wife, 10 to 12 years ago were passed away, now all children after their  marriages the uncle too got married to a widow woman ,but his childrens were against them.","a dictionary","no","In my opinion they have the right? what would be ur opinion?","urdu","In my opinion,being alive as her children no one can take the place of our mother we cant tolerate it..like this how many of us believe in this  type of thinking!!!","india","ہمارے معاشرے میں اگر ایک پچاس پچبن سالہ شخص کی بیوی یا کسی بیوی کا شوہر اگر اگے جہاں روانہ ہو جائے اور وہ دوسری شادی کر لیں، تو اسے اچھی نظر سے کیوں نہیں دیکھا جاتا؟","ہمارے قریب ایک پاکستانی انکل ہیں، ان کی بیوی دس بارہ سال قبل انتقال کر گئی تھیں، اب سب بچوں کی شادیاں کرنے کے بعد انہوں نے ایک بیوہ خاتون سے شادی کر لی، تو بچے ہی ان کے خلاف ہو گئے ہیں۔","میری نظر میں تو یہ ان کا شرعی حق ہے آپ کیا کہتے ہیں؟","ہمارے ہوتے کوئی ہماری ماں کی جگہ لے، یہ ہم سے برداشت نہیں ہوتا والی سوچ کس قسم کی سوچ ہے؟","from schooling"
"MBZZZHYVKY42KHYPJZ8Z","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","27","","MBZZZHYVKY42KHYPJZ8ZQ2VZT4NV1KR4V8RDNX30","A1U0Z1MAFQEH9Y","Approved","Wed Jun 10 00:08:55 GMT 2009","Wed Jun 10 00:10:39 GMT 2009","Wed Jun 17 00:10:39 GMT 2009","Tue Jun 09 18:22:23 PDT 2009","","","104","urd-WL-86-174276-11370265-post11","1770","4","-جمی نور، کراچی، اس خبر سے قرآن کی یہ بات ثابت ہوگئی ہے کہ کافر کافر ہی کا ساتھ دے گا۔","لیکن جب تک لوہے کی کلہاڑی ملاکر دستہ نہیں لگتا کلہاڑی پر کو نہیں کاٹ سکتی","ہمارے حکمرانوں کو انداز یہی کچھ ہے وہ خفیہ طریقے اپنا رہے ہیں اسی وجہ سے ملک پہ آفتیں آرہی ہیں۔","اللہ ہمارے حکمرانوں کو ہدایت دے۔","","","","","","","","","","","","","","","","","hi Chris,its Shuaib here","Jimmy Noor,Karachi,This news has proved Quran's statement that a non Muslim will actually help an other non Muslim.","parents","24 years","But if the iron axe doesnt contains the handle,it can' cut any thing.","nothing","no","Our leaders own these styles,they are adopting secret ways,that's why our country is suffering with hardships.","Urdu","May Allah Almighty show the right path to our leaders.","Pakistan","-جمی نور، کراچی، اس خبر سے قرآن کی یہ بات ثابت ہوگئی ہے کہ کافر کافر ہی کا ساتھ دے گا۔","لیکن جب تک لوہے کی کلہاڑی ملاکر دستہ نہیں لگتا کلہاڑی پر کو نہیں کاٹ سکتی","ہمارے حکمرانوں کو انداز یہی کچھ ہے وہ خفیہ طریقے اپنا رہے ہیں اسی وجہ سے ملک پہ آفتیں آرہی ہیں۔","اللہ ہمارے حکمرانوں کو ہدایت دے۔","15 years"
"WXF8GGW6W2MZWDWTZWNZ","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","10","","WXF8GGW6W2MZWDWTZWNZCXAM3K92DYGZ23Z9RXNZ","A28E6Z78QJ2YZ6","Approved","Thu Jun 11 19:16:25 GMT 2009","Thu Jun 11 19:39:14 GMT 2009","Thu Jun 18 19:39:14 GMT 2009","Fri Jun 12 09:06:24 PDT 2009","","","1369","urd-NG-102-174502-11516146-post9","1051","4","اس حرکت سے سب مسلمانوں کے سر شرم سے جھک گئے ہيں۔","ميں ايم کيو ايم کے قائد الطف حسين کو اے اين پی اور پي پی پی کی قيادت کو سلام پيش کرتا ہوں جو اس کينسر کے خلاف يعنی طالبان کے خلاف بات کرتے ہيں۔","يہ کينسر ضياالحق کی پيداوار ہے، وہ خود تو گئے مگر پاکستان کو بھی تباہ کر گئے۔","مگر ميں پراميد ہوں کہ موجودہ قيادت اس کينسر کو ختم کر لے گی۔","","","","","","","","","","","","","","","","","","Because of this act, head of the Muslims petulance of shame .","school.college","25","I salute  to M.Q.M leader Iltaf Hussein,A.N.P and to the division of the P.P.P for raising their voices against this cancer,named Taliban.","nothing","no","This cancer is creation of Zia-ul-haq,who is gone but he has also destroyed the Pakistan.","urdu","But i am hopefull that the present Government will abolish this Cancer.","uk","اس حرکت سے سب مسلمانوں کے سر شرم سے جھک گئے ہيں۔","ميں ايم کيو ايم کے قائد الطف حسين کو اے اين پی اور پي پی پی کی قيادت کو سلام پيش کرتا ہوں جو اس کينسر کے خلاف يعنی طالبان کے خلاف بات کرتے ہيں۔","يہ کينسر ضياالحق کی پيداوار ہے، وہ خود تو گئے مگر پاکستان کو بھی تباہ کر گئے۔","مگر ميں پراميد ہوں کہ موجودہ قيادت اس کينسر کو ختم کر لے گی۔","1 year"
"PW5Z144RBBPTXNYGBVXZ","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","17","","PW5Z144RBBPTXNYGBVXZ1AZZ4B45TTD8TYYT5S90","A8V7WA74IOHZ9","Approved","Thu Jun 11 17:27:57 GMT 2009","Thu Jun 11 17:41:39 GMT 2009","Thu Jun 18 17:41:39 GMT 2009","Fri Jun 12 09:06:23 PDT 2009","","","822","urd-NG-102-174502-11516165-post35","1187","4","لوگوں کو مسلح کيا گيا اس وقت يہ خدشہ تھا کہ روس افغانستان کے بعد پاکستان کارخ کرے گات لہذا ان لوگوں کو مسلح کيا گيا۔","اب جب يہ خدشہ ہے کہ امريکہ افنستان کے راستے پاکستان پر چڑھ دوڑے گا جس کا موجودہ امريکی صدر اپنی صدارتی مہم ميں برملا اظہار کر چکے ہيں تو ہم ان لوگوں کو کيوں غير مسلح کريں؟","صرف اسليے تاکہ امريکہ يا بھارت کو پاکستانی فوج کو زير کرنے کے بعد کسی قسم کی عوامی مزاحمت کا سامنا نہ کرنا پڑے؟","ہاں اگر ان ميں سے کوئی کسی تخريبی کارروائی ميں ملوث ہو تو پاکستان صرف اس کے خلاف کارروائی کرے۔","","","","","","","","","","","","","","","","","","Peoples were armed at that time it was feared that after Afghanistan, Russia will attack Pakistan so people were armed.","It is my native language.","Since I started to speak.","Now when there is the danger of American attack via Afghanistan of which current American President clearly expressed in his presidential campaign then why should we disarm these people?","Nothing.","no","Only for this that after defeating Pakistani Army America or India may not face any public resistance?","Urdu","Yes, if any of them is involved in sabotage activities then only Pakistan should take action against him.","Islamabad, Pakistan.","لوگوں کو مسلح کيا گيا اس وقت يہ خدشہ تھا کہ روس افغانستان کے بعد پاکستان کارخ کرے گات لہذا ان لوگوں کو مسلح کيا گيا۔","اب جب يہ خدشہ ہے کہ امريکہ افنستان کے راستے پاکستان پر چڑھ دوڑے گا جس کا موجودہ امريکی صدر اپنی صدارتی مہم ميں برملا اظہار کر چکے ہيں تو ہم ان لوگوں کو کيوں غير مسلح کريں؟","صرف اسليے تاکہ امريکہ يا بھارت کو پاکستانی فوج کو زير کرنے کے بعد کسی قسم کی عوامی مزاحمت کا سامنا نہ کرنا پڑے؟","ہاں اگر ان ميں سے کوئی کسی تخريبی کارروائی ميں ملوث ہو تو پاکستان صرف اس کے خلاف کارروائی کرے۔","5 to 6 years."
"AY7W59ZS085ZYEZRM09Z","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","6","","AY7W59ZS085ZYEZRM09ZCRBZT8NGBTZZN7ZAT200","A8V7WA74IOHZ9","Approved","Fri Jun 12 05:39:40 GMT 2009","Fri Jun 12 07:43:17 GMT 2009","Fri Jun 19 07:43:17 GMT 2009","Fri Jun 12 09:06:24 PDT 2009","","","7417","MHR_URD_20090115.0005","528","4","صدر احمدی نژاد ایرانی صدر نے عرب ممالک کے رہنماؤں کی خاموشی پر افسوس کا اظہار کیا ہے","مہر خبررساں ایجنسی کی رپورٹ کے مطابق کہا ہے کہ ایران کے صدر ڈاکٹر محموداحمدی نژاد نے غزہ پر اسرائیلی جارحیت اور اس کے ظلم وستم پرعرب رہنماؤں کی خاموشی پر شد ید تنقید کر تے ہو ئے افسوس کا اظہار کیا ہے۔","صدراحمد ی نژاد نے عرب ممالک اور ان کے سر براہوں کی غزہ پر اسرائیل کی وحشیانہ کارروائی پر خاموشی پر تعجب کا اظہارکرتے ہوئے کہا ہے کہ اسرائیل فلسطینی عوام کاہو لوکاسٹ کر رہا ہے فلسطینی بچوں ، عورتوں اور عام شہریوں کو اپنی بربریت کا نشانہ بنا رہا ہے اور عرب رہنماؤن نے حتی ایک بیان بھی جاری نہیں کیا ہے۔","صدر احمدی نژاد نےکہا ہے کہ اسرائیل کے خلاف تمام عرب ممالک متحد ہوجائیں اور غزہ کے مظلوم مسلمانوں کو اسرائیل کے شر اور اس کے ظلم وستم سے بچائیں۔","","","","","","","","","","","","","","","","","","President of Iran Ahmadinejad has expressed sorrows on the silence of Arab Leaders","It is my native language.","Since I started to speak.","According to the report of Mehr news agency has said that Iranian President Dr. Mehmood Ahmadinejad has strongly condemned and expressed sorrows on the silence of Arab Leaders on the aggression and cruelties of Israel in Gaza.","Nothing.","no","While expressing his amusement about Arab countries and silence of their leaders on the inhuman brutalities of Israel in Gaza President Ahmadinejad has said that Israel is Holocausting the Palestinian people, targeting the Palestinian children, women and civilian people and Arab Leaders didn't even bother to issue a statement.","Urdu","President Ahmadinejad has said that all the Arab countries must unite against Israel and save the poor people of Gaza from the brutality of Israel.","Islamabad, Pakistan.","صدر احمدی نژاد ایرانی صدر نے عرب ممالک کے رہنماؤں کی خاموشی پر افسوس کا اظہار کیا ہے","مہر خبررساں ایجنسی کی رپورٹ کے مطابق کہا ہے کہ ایران کے صدر ڈاکٹر محموداحمدی نژاد نے غزہ پر اسرائیلی جارحیت اور اس کے ظلم وستم پرعرب رہنماؤں کی خاموشی پر شد ید تنقید کر تے ہو ئے افسوس کا اظہار کیا ہے۔","صدراحمد ی نژاد نے عرب ممالک اور ان کے سر براہوں کی غزہ پر اسرائیل کی وحشیانہ کارروائی پر خاموشی پر تعجب کا اظہارکرتے ہوئے کہا ہے کہ اسرائیل فلسطینی عوام کاہو لوکاسٹ کر رہا ہے فلسطینی بچوں ، عورتوں اور عام شہریوں کو اپنی بربریت کا نشانہ بنا رہا ہے اور عرب رہنماؤن نے حتی ایک بیان بھی جاری نہیں کیا ہے۔","صدر احمدی نژاد نےکہا ہے کہ اسرائیل کے خلاف تمام عرب ممالک متحد ہوجائیں اور غزہ کے مظلوم مسلمانوں کو اسرائیل کے شر اور اس کے ظلم وستم سے بچائیں۔","5 to 6 years."
"TXYZMRZDHBSJWE508SMZ","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","10","","TXYZMRZDHBSJWE508SMZ6HSZY3Z87JDZJAM6RW4Z","A8V7WA74IOHZ9","Approved","Thu Jun 11 17:28:36 GMT 2009","Thu Jun 11 18:34:59 GMT 2009","Thu Jun 18 18:34:59 GMT 2009","Fri Jun 12 09:06:23 PDT 2009","","","3983","urd-NG-102-174502-11516169-post109","1207","4","کراچی پاکستان کا کاروباری مالياتی مرکز سارے پس ماندہ علاقوں کا دبئی ہے۔","لاکھوں يہاں سے خالی ہاتھ کبھی نہيں لوٹتے، مگر جب سے مغربي سرحدی علاقوں ميں قانون کی بالادستی مفقود ہوئی ہے سبوں کی توجہ کراچی نے لی ہے۔","اب وہ اس شہر کی اغوا کے درپے ہيں۔","پہلی بار پٹھانوں کو پختون کہا جانے لگا ہے، جو ايک شہر کے لوگوں کو اجنبی بنا کر لڑايا جا رہا ہے، حالانکہ ضرورت يک جہتی کی ہے۔","","","","","","","","","","","","","","","","","","Karachi Business Financial Center of Pakistan is Dubai of underdeveloped areas.","It is my native language.","Since I started to speak.","Hundreds of thousand never return empty pocket from here, but since the grip of law has weekend in Western Frontier areas all eyes are on Karachi.","Nothing.","no","Now they are about to kidnap this city.","Urdu","First time Pathans are named Pakhtoon, residents of a city are involved in fighting like strangers, although need of the time is unity.","Islamabad, Pakistan.","کراچی پاکستان کا کاروباری مالياتی مرکز سارے پس ماندہ علاقوں کا دبئی ہے۔","لاکھوں يہاں سے خالی ہاتھ کبھی نہيں لوٹتے، مگر جب سے مغربي سرحدی علاقوں ميں قانون کی بالادستی مفقود ہوئی ہے سبوں کی توجہ کراچی نے لی ہے۔","اب وہ اس شہر کی اغوا کے درپے ہيں۔","پہلی بار پٹھانوں کو پختون کہا جانے لگا ہے، جو ايک شہر کے لوگوں کو اجنبی بنا کر لڑايا جا رہا ہے، حالانکہ ضرورت يک جہتی کی ہے۔","5 to 6 years."
"8AZWMYSTXWJZZMSDHYE0","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","10","","8AZWMYSTXWJZZMSDHYE0VZVZWXZ2J09GY8XK60P0","A2I57WW1B3EVWX","Approved","Thu Jun 11 16:10:52 GMT 2009","Thu Jun 11 18:30:18 GMT 2009","Thu Jun 18 18:30:18 GMT 2009","Fri Jun 12 09:06:27 PDT 2009","","","8366","urd-WL-84-174269-11325244-post5","1527","4","امیر تیمور اپنی کتاب “ میں ہوں تیمور “ میں لکھتا ہے کہ میں نے اپنی زندگی میں یہ راز پایا کہ اگر کسی فوج کا سپہ سالار صف اول میں ہوگا تو وہ فوج کبھی ناکام نہیں‌ہوگی۔","لیکن ادھر تو حالات ہی اور ہیں","یہ کہتے ہیں عوام تو ہوتی ہی ہمارے لیے مرنے کے لیے ہم مریں تو شہید","عوام میں سے کوئی مرے تو قتل","","","","","","","","","","","","","","","","","","Amir taymoori in his book ""Main hoon Taymoor"" writes I realized in my life a secret that if the military commander of the military is in first row then that military would never loose.","home","20","But here the situations are different here","nothing","no","they said this that people are present only to die for us if we die then are pious","urdu","If people die then murdered","india","امیر تیمور اپنی کتاب “ میں ہوں تیمور “ میں لکھتا ہے کہ میں نے اپنی زندگی میں یہ راز پایا کہ اگر کسی فوج کا سپہ سالار صف اول میں ہوگا تو وہ فوج کبھی ناکام نہیں‌ہوگی۔","لیکن ادھر تو حالات ہی اور ہیں","یہ کہتے ہیں عوام تو ہوتی ہی ہمارے لیے مرنے کے لیے ہم مریں تو شہید","عوام میں سے کوئی مرے تو قتل","15"
"9XPZY596PYJ8X7ZEWAXZ","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","0","","9XPZY596PYJ8X7ZEWAXZ21GZWRZQJBXEPMZ8DXN0","A8V7WA74IOHZ9","Approved","Fri Jun 12 08:09:13 GMT 2009","Fri Jun 12 10:29:33 GMT 2009","Fri Jun 19 10:29:33 GMT 2009","Fri Jun 12 09:06:25 PDT 2009","","","8420","urd-NG-102-174502-11516161-post91","1152","4","صدقے جائيے مشيرِ داخلہ رحمان ملک صاحب کے، ماشاءاللہ موصُوف کتنے جی دار اور دلير ہوگئے ہيں!","`بی بی سی کے مطابق جہاں اقوامِ متحدہ کی سلامتی کونسل ( کی ايک کميٹي) نے جماعت الدعوہ پر پابندی عائد کر دی ہے، وہاں ملک صاحب کا کہنا ہے کہ ہم نے پابندی عائد نہيں کی اور بہت غور و خوض کے بعد ہی ايسا کيا جاۓ گاـ","يہی نہيں، بی بی سی ہی کے مطابق ملک صاحب موصوف نے اس تاثر کو بھی پوری شدت کے ساتھ غلط قرار ديا ہے کہ دہشت گردوں کی گرفتارياں ’کسی کے کہنے پر‘ عمل ميں لائی جا رہی ہيں۔","بھئي، سُبحان اللہ!","","","","","","","","","","","","","","","","","","Appreciation for Interior Advisor Rehman Malik, Masha Allah he has become very brave!","It is my native language.","Since I started to speak.","According to BBC on one hand (a committee of) Security Council of UN has banned Jamat Aldawa, on the other hand Mr. Malik says we didn't impose the ban and if it is to be done will be after through research.","Nothing.","no","Not this, according to BBC Mr.Malik has strongly denied the impression that arrest of terrorists are taking place because of 'someone's instructions'","Urdu","Highly appreciated!","Islamabad, Pakistan.","صدقے جائيے مشيرِ داخلہ رحمان ملک صاحب کے، ماشاءاللہ موصُوف کتنے جی دار اور دلير ہوگئے ہيں!","`بی بی سی کے مطابق جہاں اقوامِ متحدہ کی سلامتی کونسل ( کی ايک کميٹي) نے جماعت الدعوہ پر پابندی عائد کر دی ہے، وہاں ملک صاحب کا کہنا ہے کہ ہم نے پابندی عائد نہيں کی اور بہت غور و خوض کے بعد ہی ايسا کيا جاۓ گاـ","يہی نہيں، بی بی سی ہی کے مطابق ملک صاحب موصوف نے اس تاثر کو بھی پوری شدت کے ساتھ غلط قرار ديا ہے کہ دہشت گردوں کی گرفتارياں ’کسی کے کہنے پر‘ عمل ميں لائی جا رہی ہيں۔","بھئي، سُبحان اللہ!","5 to 6 years."
"JR7WP9ZMHXWA6K9XQ230","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:06 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:06 GMT 2009","10","","JR7WP9ZMHXWA6K9XQ23039JZY7Z09KDZK4WTVREZ","A8V7WA74IOHZ9","Approved","Thu Jun 11 17:28:31 GMT 2009","Thu Jun 11 18:15:24 GMT 2009","Thu Jun 18 18:15:24 GMT 2009","Fri Jun 12 09:06:26 PDT 2009","","","2813","urd-NG-102-174502-11516146-post139","994","4","اقوام متحدہ ميں وہ دن دور نہيں جب پاکستان ميں فوجی مداخلت کی قرارداد ايسے ہی پاس ہوجائےگی جيسےجماعت الداعوۃ کےخلاف پاس ہوئی۔","رياض احمد فاروقی","اول تو ہمارے شدت پسند اور انکے حمايتي ہی اپنے خلاف کارروائی کے لیے تمام ثبوت اور جواز مسلسل فراہم کیے جا رہے ہيں اور خاکم بدہن، جس دن بھي ايسي کوئی قرارداد پيش ہوئی تو پورے امکانات ہيں کہ اقوام متحدہ ميں کوئی بھي آواز ہمارے حق ميں نہ اٹھےگي،","اور بالفرض اس قرارداد کے پاس ہونے ميں دير ہوئی تو امريکہ کی مثال سامنے رکھتے ہوئے کوئی نہ کوئی طاقت اپنی مدد آپ کے تحت ہي چڑھ دوڑے گي۔","","","","","","","","","","","","","","","","","","The day is not far when in UN resolution of Army intrusion in Pakistan will be approved just like the one against Jamat Aldawa.","It is my native language.","Since I started to speak.","Riaz Ahmed Farooqi","Nothing.","no","First our extremists and their supporters are continuously providing proves and reasons for the action against them and God forbid, the day when such a resolution is submitted then it is very much possible that no body will favor us in UN,","Urdu","and suppose if this resolution took time to approve then considering the example of America any country will launch the attack at her own.","Islamabad, Pakistan.","اقوام متحدہ ميں وہ دن دور نہيں جب پاکستان ميں فوجی مداخلت کی قرارداد ايسے ہی پاس ہوجائےگی جيسےجماعت الداعوۃ کےخلاف پاس ہوئی۔","رياض احمد فاروقی","اول تو ہمارے شدت پسند اور انکے حمايتي ہی اپنے خلاف کارروائی کے لیے تمام ثبوت اور جواز مسلسل فراہم کیے جا رہے ہيں اور خاکم بدہن، جس دن بھي ايسي کوئی قرارداد پيش ہوئی تو پورے امکانات ہيں کہ اقوام متحدہ ميں کوئی بھي آواز ہمارے حق ميں نہ اٹھےگي،","اور بالفرض اس قرارداد کے پاس ہونے ميں دير ہوئی تو امريکہ کی مثال سامنے رکھتے ہوئے کوئی نہ کوئی طاقت اپنی مدد آپ کے تحت ہي چڑھ دوڑے گي۔","5 to 6 years."
"XY9CT2D2GW0GXA8H79SZ","51ZZK9Y5EVG8HCYTBHWZ","Urdu to English Translation","Translate 4 Urdu sentences into English","Urdu, English, translation, writing, research, JHU","$0.40","Tue Jun 09 04:24:07 GMT 2009","1","","18000","604800","Tue Jun 16 04:24:07 GMT 2009","10","","XY9CT2D2GW0GXA8H79SZTZ3ZSPYB3YEYPDC2ZR40","A8V7WA74IOHZ9","Approved","Thu Jun 11 17:28:38 GMT 2009","Thu Jun 11 18:45:36 GMT 2009","Thu Jun 18 18:45:36 GMT 2009","Fri Jun 12 09:06:27 PDT 2009","","","4618","urd-NG-102-174502-11516165-post63","1196","4","جہاں تک لشکر طيبہ کا تعلق ہے حاليہ دہشت گردی کا اس سے کوئی تعلق نہيں۔","يہ بات ياد رکھنے کی ہے کہ حافظ سعيد ہی وہ پہلے ’جہادی رہنما‘ تھے جنہوں نے طالبان کی کارروئيوں کو ’فتنہ‘ قرار ديا تھا۔","مجھے پختہ يقين ہے کہ طالبان کی شورش امريکی منصوبوں کا جزو لانيفک ہے لہذا ہراس شخص اورگروہ کو راستے سے ہٹانا ضروری ہے جو کسی بھی حوالے سے طالبان کو چيلنج کرے۔","پوری قوم کے تعاون کے باوجود بھارتی دباؤ ميں آ کر لشکر کے خلاف کارروائی کرنا زردری اينڈ کو کی گبراہٹ اور چاپلوس طبعيت کی طرف اشارہ ہے۔","","","","","","","","","","","","","","","","","","As for as Lashkr e Taiba is concerned ongoing terrorism is not linked to it.","It is my native language.","Since I started to speak.","It must be recalled that Hafiz Saeed was the first 'Militant Leader' who declared activities of Taliban 'revolt'.","Nothing.","no","I am quite sure that Taliban agitation is a vital part of American plans so every person or organization must be eliminated who challenges Taliban in any aspect.","Urdu","Despite the cooperation of the whole nation action against Lashkr due to the pressure of India indicates the nervousness and flatterness of Zardari and Co.","Islamabad, Pakistan.","جہاں تک لشکر طيبہ کا تعلق ہے حاليہ دہشت گردی کا اس سے کوئی تعلق نہيں۔","يہ بات ياد رکھنے کی ہے کہ حافظ سعيد ہی وہ پہلے ’جہادی رہنما‘ تھے جنہوں نے طالبان کی کارروئيوں کو ’فتنہ‘ قرار ديا تھا۔","مجھے پختہ يقين ہے کہ طالبان کی شورش امريکی منصوبوں کا جزو لانيفک ہے لہذا ہراس شخص اورگروہ کو راستے سے ہٹانا ضروری ہے جو کسی بھی حوالے سے طالبان کو چيلنج کرے۔","پوری قوم کے تعاون کے باوجود بھارتی دباؤ ميں آ کر لشکر کے خلاف کارروائی کرنا زردری اينڈ کو کی گبراہٹ اور چاپلوس طبعيت کی طرف اشارہ ہے۔","5 to 6 years."
