"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","Input.lineNum","Input.sentence1","Input.sentence2","Input.sentence3","Input.sentence4","Input.sentence5","Input.sentence6","Input.sentence7","Input.sentence8","Input.sentence9","Input.sentence10","Answer.comment","Answer.edited2","Answer.edited3","Answer.edited4","Answer.edited5","Answer.edited6","Answer.edited7","Answer.edited8","Answer.edited9","Answer.incomprehensible","Answer.edited10","Answer.edited1","Approve","Reject"
"YZAZ4AYZFA9GXM0P7Y1Z","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","123","","YZAZ4AYZFA9GXM0P7Y1ZC8QZX4YCAG944QC93YKZ","AO86WZ7I0VQZC","Approved","Fri Jun 12 19:05:37 GMT 2009","Fri Jun 12 19:26:21 GMT 2009","Fri Jun 19 19:26:21 GMT 2009","Fri Jun 12 13:28:40 PDT 2009","","","1244","1","France has supported the proposal.","The Chairman of the Committee of the Summit&#44; Mushahid Hussain Syed said in the Committee meeting on Friday at the Parliament House about the proposal on the relief goods to Palestine and that a Parliamentary delegation has been sent.","After the meeting&#44; Mushahid Hussain Syed said to the representatives of media that the Committee at France has welcomed the proposal for the relief work for the affected people in the Gaza Strip.","He said that the Israeli attack is a crime on humanity and that all the countries should condemn the attacks.","Mushahid Hussain while criticizing the world to double standards said that the people should be against terrorism&#44; but they are still against the Palestinians in the attacks.","The foreign affairs Minister in the Senate Standing Committee Chairman and the leaders of the Muslim Ummah were also criticized.","He said that the Committee expressed hope that the newly elected President of the United States Barak will address the Muslim Ummah in his first one hundred days.","Mushahid Hussain Syed said that Muslims and the West would give not only the emergency steps for Kashmir but also for the long standing problems like Palestine.","Imaduddin Khan&#44; the Minister of External Affairs and the state of the committee said that Saudi Arabia attended the meeting for the foreign ministers of the Islamic countries of the Organization.","The emergency meeting by Israel as the result of the attacks was summoned. He said that the fashion of Palestine is aware and that the Government of other countries should be in touch with leaders in this regard.","","The Chairman of the Committee of the Summit, Mushahid Hussain Syed said in the Committee meeting on Friday at the Parliament House about the proposal on the relief goods to Palestine and that a Parliamentary delegation has been sent.","After the meeting, Mushahid Hussain Syed said to the representatives of media that the Committee at France has welcomed the proposal for the relief work for the affected people in the Gaza Strip.","He said that the Israeli attack is a crime on humanity and that all the countries should condemn the attacks.","While Mushahid Hussain criticize the world to double standards, said that the people should be against terrorism, but they are still against the Palestinians in the attacks.","The foreign affairs Minister in the Senate Standing Committee Chairman and the leaders of the Muslim Ummah were also criticized.","He said that the Committee expressed hope that the newly elected President of the United States Barak, will address the Muslim Ummah in his first one hundred days.","Mushahid Hussain Syed said that Muslims and the West would give not only the emergency steps for Kashmir but also for the long standing problems like Palestine.","Imaduddin Khan, the Minister of External Affairs and the state of the committee said that Saudi Arabia attended the meeting for the foreign ministers of the Islamic countries of the Organization.","","The emergency meeting by Israel as the result of the attacks was summoned. He said that the fashion of Palestine is aware and that the Government of other countries should be in touch with leaders in this regard.","France has supported the proposal."
"PTEZW2RC1WTZZA937YTZ","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","111","","PTEZW2RC1WTZZA937YTZ5YNZ4CZ50ZSZXAZTAWQZ","A3F5RR1245MILW","Approved","Fri Jun 12 19:27:54 GMT 2009","Fri Jun 12 19:32:39 GMT 2009","Fri Jun 19 19:32:39 GMT 2009","Fri Jun 12 13:28:38 PDT 2009","","","285","11","The Minister of External Affairs of state said that the Palestine issues should be resolved according to the UN resolutions .","Two journalists from Arab countries attended the meeting on the latest situation of Palestine.","On the other hand&#44; the International University students went on a protest at Islamabad against the Israeli attacks on Palestine.","The demonstrators also raised banners and slogans against Israel.","In order to be safer from flu quit dieting.","According to the American Scientist this research has come out after much experimentations on rats.","Experimentaions have proved that those rats on less calories diet have developed a tendency of not overcoming the flu virus .","This Research has proved the very old saying wrong that it is good to starve while in fever.","According to the scientist a patient should eat more while in fever.","According to the Researchers of the State of Michigan University diet taking rats have less strength to fight with the infection and also their chances of death increased whereas earlier those rats on common diet had more strength to fight with the flu virus.","","Two Arab journalists attended the meeting on the latest situation of Palestine.","On the other hand, the International University students participated in a protest at Islamabad against the Israeli attacks on Palestine.","The demonstrators also displayed banners and slogans against Israel.","In order to better resist flu, quit dieting.","According to the American Scientist this research has come out after many experimentations on rats.","Experiments have proved that those rats on lower calories diets developed a tendency not to overcome the flu virus .","This Research has proved wrong the very old saying that it is better to starve a fever.","According to the scientist a patient should eat more during a fever.","","According to the Researchers of the State of Michigan University dieting rats have less strength to fight infection and their chances of death increased, whereas earlier those rats on a common diet had more strength to fight the flu virus.","The Minister of External Affairs of State said that the Palestine issues should be resolved according to the UN resolutions ."
"JTA6SA4FTXNJW7ZM1HYZ","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","19","","JTA6SA4FTXNJW7ZM1HYZDVTYWC5M3YTYMRZ48YFZ","A3VH1YUKHIJ6JL","Approved","Fri Jun 12 20:00:53 GMT 2009","Fri Jun 12 20:45:32 GMT 2009","Fri Jun 19 20:45:32 GMT 2009","Fri Jun 12 14:31:11 PDT 2009","","","2679","21","According to the Professor Elizabeth Cardener The people on dieting will be more infectious to the flu virus and will also take long time to recover from this disease.","HE also says that those people who have taken Flu vaccinations also should quit dieting during few months of summer to keep this virus away.","The first nuclear test was in 1990.","Thomas red who was a former director of the Cooperation in the National Laboratory technical committees in Los Angeles&#44; United States has written this book.","The book with the title &#39;nuclear express the political history: bomb and the proliferation&#39; was written by two writers says that the country has also tested the atom bomb and has nuclear secrets.","Thomas red has said in an interview to the USAID news in 1970 that when Benazir Bhutto was the leader in Pakistan in 90&#39;s&#44; China had tested its first nuclear bomb experiment.","Thomas red said that there are many reasons to believe China has tested its first nuclear bomb.","There are informations that China has scientists who had designed the bomb.","He further said that this was the reason why India and Pakistan tested the nuclear bomb in 1990 within just two weeks.","Thomas Red has reminded that in 1970 Russia did a nuclear test in response to the United States within 17 days though United States took long time for the test.","","The professor recommends that people who have taken the flue vaccination, discontinue their diet over the summer in order to elude the virus.","The first nuclear test was in 1990.","Thomas Red,  former director of Cooperation at the National Laboratory Technical Committee of Los Angeles, has written a book.","Thomas C. Reed and Danny B. Stillman wrote the Book, The Nuclear Express: A Political History of the Bomb and Its Proliferation.  They conclude that the U.S. has tested an atom bomb and may also house nuclear secrets.","In a 1970 interview with USAID news, Thomas Red stated that when Benazir Bhutto was the leader in Pakistan, China conducted its first nuclear bomb experiment.","According to Thomas Red, there are several reasons to beleive that China has tested a nuclear bomb.","Evidence suggests that Chinese scientists designed the bomb.","Red went on to say that, in 1990, both India and Pakistan tested their nuclear bomb capabilities within two weeks of each other.","sentence4","Thomas Red reiterates that Russia tested nuclear capabilities 17 days after a nuclear test by the United States in 1970.","According to Professor Elizabeth Cardener, people on diets will be more susceptible to the flue virus and may also take longer to recover once infected."
"3G4Y658W5Z5Z02ZPTW2Z","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","205","","3G4Y658W5Z5Z02ZPTW2Z2VGZWSNVGHAGT482FWT0","A3MQ8JWI317M6M","Approved","Fri Jun 12 18:51:30 GMT 2009","Fri Jun 12 18:54:51 GMT 2009","Fri Jun 19 18:54:51 GMT 2009","Fri Jun 12 11:57:26 PDT 2009","","","201","31","He further said that in May 1998&#44; Pakistan has mentioned about the atom bomb experiment in the Pakistani scientists confidence.","When Thomas red was questioned about the nuclear technology that China has provided to Pakistan&#44; he said in response that they have the common enemy India.","He said that the proof is with the Chinese designer Dr. Khan after which the documents from Libya in this connection have been confirmed.","The question of the nuclear tests are by the United States and the British in the deserts.","He said that Israel has also experienced the results.","To Thomas red the question about China&#39;s nuclear program is the proliferation.","Thomas red said that from 1970 to 1991 the Iranian city of China has set up the nuclear installation for the raw material and to provide instructions.","In addition to this&#44; China has also provided an Uranium plant to Iran.","He said that there are relations between China&#44; North Korea&#44; Iran&#44; Syria&#44; Egypt&#44; Libya&#44; Pakistan and Yemen providing nuclear technology.","2008 The best year for Madonna","","When Thomas Red was questioned about the nuclear technology that China had provided to Pakistan, he said that they have a common enemy: India.","He said Chinese designer Dr. Khan has the proof after which the documents from Libya in this connection have been confirmed.","The question of the nuclear tests are by the United States and the British in the deserts.","He said that Israel has also experienced the same result.","To Thomas Red, the most pressing question about China's nuclear program is the ""proliferation.""","Thomas Red said that from 1970 to 1991, the Iranian city of China had set up the nuclear installation for the raw material and for providing instructions.","In addition to this, China has also provided a Uranium plant to Iran.","He said that there are nuclear relations among China, North Korea, Iran, Syria, Egypt, Libya, Pakistan and Yemen.","sentence3|sentence4","The best year for Madonna was 2008.","He further said that in May 1998, Pakistan had mentioned the atom bomb experiment in the Pakistani scientists' confidence."
"Z1BZSCYRFXMCX4MTNXVZ","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","69","","Z1BZSCYRFXMCX4MTNXVZ1Y7ZKPZ7YX9W3TZQDG8Z","ARQ4J4TLTPBNC","Approved","Fri Jun 12 19:55:22 GMT 2009","Fri Jun 12 20:05:48 GMT 2009","Fri Jun 19 20:05:48 GMT 2009","Fri Jun 12 13:28:35 PDT 2009","","","626","41","This show was arranged on the basis of Madonna&#39;s &#39;album Hard Candy&#39; and it also included few songs with Gypsy or Nomadic band of Ukraine and Justin Timberland.","An old racing car was also placed on the stage in the show.","The second successful show of the year 2008 by profit was Celine Dion who earned 236&#44;600&#44;000 dollars.","Canadian show &#39;Taking Chances&#39; toured 24 countries whereas Madonna went to 17 countries which is her first tour in previous 8 years.","The director for both singers was Jimmy King&#44; who also organized the &#39;Reunion&#39; tour of &#39;Spice Girls&#39;.","Madonna has broken her own record of the year 2006.","In 2006 she earned 193&#44;700&#44;000 dollars through &#39;Confession Concerts&#39;.","Pollster has awarded Bon Jovi as the third most successful singer who earned 176&#44;000&#44;000 dollars.","Bruce Springsteen was on number 3 by earning 166&#44;000&#44;000 dollars and Police get the 5th position by earning 120&#44;600&#44;000 dollars.","According to this periodical in 2008 very few people participated in singing programs and concerts in North America and only those people attended the programs who were ready to buy expensive tickets.","","An old racing car was also placed on the stage during the show.","The second most successful show of 2008, based on profit, was Celine Dion's, which earned $236,600,000.","The Canadian show 'Taking Chances' toured 24 countries while Madonna, on her first tour in eight years, went to 17 countries.","The director for both singers was Jimmy King, who also organized the 'Reunion' tour for 'Spice Girls'.","Madonna has broken her own 2006 record.","In 2006 she earned $193,700,000 through the 'Confession Concerts'.","Pollster has named Bon Jovi the third most successful singer, earning $176,000,000.","Bruce Springsteen was number three, earning $166,000,000 while Police checked in at the 5th position, earning $120,600,000.","","According to this publication, 2008 attendance records at concerts in North America had fallen and only those willing to buy expensive tickets saw live acts.","This show was arranged on the basis of Madonna's album 'Hard Candy' and included a few numbers with ethnic Ukrainian bands as well as Justin Timberlake."
"0Z2ZKNRNMXFZRCZ4QZY0","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","142","","0Z2ZKNRNMXFZRCZ4QZY0AYY2XEWQHWVWP1NDXJY0","A1AYPTB7AYZ623","Approved","Fri Jun 12 19:11:21 GMT 2009","Fri Jun 12 19:15:32 GMT 2009","Fri Jun 19 19:15:32 GMT 2009","Fri Jun 12 13:24:43 PDT 2009","","","251","51","In America a ticket is increased by an average of 8 percent by cost yearly&#44; Most expensive ticket was sold of 300 dollars at Madonna&#39;s show.","The editor of Pollster Gary Bongioni said in prospect of international financial crisis year 2008 proved to be good.","He predicted 2009 a good year for U2 and Springsteen whose albums are about to release.","Ban on coeducation: Taliban","Local Talibans of Gul Bahadur group have distributed a pamphlet in Miran Shah (Capital of Southern Waziristan) and in other Tehsils in which government and semi government coeducational institutes have been threatened.","Pamphlet included that if coeducation institutes are not closed till 5th of January&#44; action will be taken against them.","Pamphlet said that women are banned to have ID Cards for government aid and for educational purposes and women are prohibited to go to NADRA&#39;s Offices in all Tehsils.","The announcement on the ban of women ID Card has been made at the time when almost 200 women have submitted forms in NADRA Offices in Southern Waziristan for Benazir Income Support Program.","According to local people the pamphlet issued by Taliban was announced on the loudspeakers of all the Masjids.","However it was not mentioned in the letter that separate educational institute for woman are banned or not.","","The editor of Pollster, Gary Bongioni, said in prospect of the international financial crisis, year 2008 proved to be good.","He predicted 2009 a good year for U2 and Springsteen, whose albums are about to be release.","Ban on coeducation: Taliban","Local Talibans of the Gul Bahadur group have distributed a pamphlet in Miran Shah (Capital of Southern Waziristan) and in other Tehsils in which government and semi-government coeducational institutes have been threatened.","The pamphlet stated that if coeducation institutes are not closed by the 5th of January, action will be taken against them.","The pamphlet said that women are banned to have ID Cards for government aid and for educational purposes, and women are prohibited to go to NADRA's Offices in all Tehsils.","The announcement on the ban of women ID Card has been made at a time when almost 200 women have submitted forms in NADRA Offices in Southern Waziristan for Benazir Income Support Program.","According to local people, the pamphlet issued by Taliban was announced on the loudspeakers of all the Masjids.","sentence4","However, it was not mentioned in the letter that separate educational institutipns for women are banned.","In America, the cost of a ticket is increased by an average of 8 percent yearly. The most expensive ticket was sold for 300 dollars at Madonna's show."
"YWGZ65NWHZKJRH4NTXW0","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","96","","YWGZ65NWHZKJRH4NTXW0MWVMHKZ5TTF0S3H8HW5Z","A3OHQRF1MDQ99B","Approved","Fri Jun 12 19:37:11 GMT 2009","Fri Jun 12 19:40:14 GMT 2009","Fri Jun 19 19:40:14 GMT 2009","Fri Jun 12 13:28:28 PDT 2009","","","183","61","According to Pamphlet after this announcement any woman caught in the school for getting education or in NADRA&#39;s Office for having ID Card will be punished religiously along with her family.","Moreover Police of District Bannu says on Sunday a landmine exploded on Miram Shah Bannu Road in result of that a traveler died and one is injured.","Injured has been admitted in Civil Hospital.","More bodies were recovered from the target killings.","According to the police&#44; it was on Sunday morning at the Green Chowk Mingora areas Sohrab Khan Chowk that two bodies were moved to the head off.","The Police said that they were killed in the Frontier Corps.","The dead bodies were found at 11 pm and witnesses say that a letter was there near the dead bodies which said that they themselves are responsible for their deaths.","Local people say that at around 11 pm dead bodies were lying in the market. But however the security personnels have shifted the two bodies.","Incidents of target killings have increased to a dangerous extent in the location of Mingora and the near areas during the last few weeks.","In which it is mostly common citizens including women and security personnels were killed.","","Moreover, the Police in Bannu District say that on Sunday, a landmine exploded on Miram Shah Bannu Road, killing one traveler and wounding another.","Injured people have been admitted to the Civil Hospital.","More bodies were recovered from the targeted killings.","According to the police, two bodies were removed from the Green Chowk Mingora areas on Sohrab Khan Chowk.","The Police said that they were killed in the Frontier Corps.","The dead bodies were found at 11 pm and witnesses say that a letter was there near the dead bodies which said that they themselves are responsible for their deaths.","Local people say that at around 11 pm dead bodies were lying in the market.  However, security personnel have shifted the two bodies.","Targeted killings have increased to a dangerous extent in the Mingora and nearby areas during the last few weeks.","","Mostly common citizens, including women and security personnel, were killed.","According to the pamphlet, after this announcement, any woman caught in the school getting an education or in NADRA's Office for having an ID Card will be punished by religious law, along with her family."
"JBCYX2ZX2X1ETAM3RJRZ","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:16 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:16 GMT 2009","142","","JBCYX2ZX2X1ETAM3RJRZQ0KPXEY4YX1ZTCN54SP0","A1TEAUQ6WHVLXP","Approved","Fri Jun 12 18:50:11 GMT 2009","Fri Jun 12 19:07:23 GMT 2009","Fri Jun 19 19:07:23 GMT 2009","Fri Jun 12 13:28:33 PDT 2009","","","1032","71","According to the local sources&#44; such incidents involve more than 30 people in the operation.","So far no organization has owned the responsibility for the killings.","On Saturday the spokesman of Taliban told BBC in the local Taliban Swat Muslim Khan that three bodies of his colleagues were found on Friday which included that of the Taliban commander Rafi.","Muslim Khan said that Rafi was under the custody of the security forces for the last one and a half months.","He said that when the local Taliban killed they first issued a notice on the other hand. This has put the common citizens in the Mingora area to anxiety.","The local people in Mingora said that a large contingent of security forces are deployed to control the attacks. But in spite of this&#44; attack of citizens have increased.","A musical tribute to Benazir by Bakhtawar","A rap song (a modern music genre) recorded in Bakhtawar&#39;s voice is now posted on YouTube.","The song is of five minutes duration and portrays Benazir&#39;s life through pictures and clips.","The eighteen years old singer is a student of Edinburgh University.","","So far, no organization has taken responsibility for the killings.","On Saturday, a spokesman from the Taliban told the BBC in the local Taliban Muslim Khan, that three of his colleagues bodies had been found on Friday. It included the body of the Taliban commander Rafi.","Muslim Khan told that Rafi was in the custody of security forces for the last month and a half.","He stated that when local Taliban kill, they first issue a notice. This has put common citizens of the Mingora area in a lot of anxiety.","The people of Mingora say that groups of security forces are there to help control the attacks but in spite of this, attacks on the citizens have increased.","Bakhtawar has dedicated a musical tribute to Benazir.","Bakhtawar has recorded a rap song in the modern music genre that is now posted on You Tube.","The song is five minutes long and portrays Benazir's life in pictures and clips.","","The singer is an eighteen year old student from Edinburgh University.","According to local sources, such incidents involve more than 30 people."
"VZJZ20WESYH87K1F62FZ","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","19","","VZJZ20WESYH87K1F62FZ6ZVYRFY9784CR5YWKTY0","A1RHJJ60P0JWI3","Approved","Fri Jun 12 20:39:36 GMT 2009","Fri Jun 12 20:46:02 GMT 2009","Fri Jun 19 20:46:02 GMT 2009","Fri Jun 12 14:31:11 PDT 2009","","","386","81","She has a deep interest in singing and poetry.","It is believed that she started singing after being encouraged by her mother and that too only as a hobby.","She paid tribute to her mother and said that she was both intelligent and beautiful and that she did everything in her own way.","Talking about the incident of 27th December she told that her mother was shot on the temple. She died at an age of 54 and left behind 3 children.","The whole nation is seeking its direction without her and she is present in everyone&#39;s heart.","Miss Bakhtawar is the second child of Benazir Bhutto behind her 20 years old brother&#44; Bilawal Bhutto.","She has been taking a keen interest in music from the start.","Its believed that before her mother&#39;s return to Pakistan&#44; she tried to have a meeting arranged with the Grammy Award winner music producer and rapper Puff Daddy through a friend&#44; who is a journalist but this meeting never took place.","Miss Bakhtawar&#39;s poetry has been translated and published in some Sindhi Newspapers&#44; but this is the first time that her voice is being heard through YouTube.","The workers and followers of Benazir Bhutto have started recording CDs of her song.","","It is believed that she started singing after being encouraged by her mother, and started doing so only as a hobby.","She paid tribute to her mother, who she called both intelligent and beautiful, and described as always doing everything in her own way.","Talking about the incident of December 27th, she said that her mother was shot at the temple. She died at the age of 54 and left 3 children behind.","The whole nation is seeking direction without her, and she is present in everyone's heart.","Miss Bakhtawar is the second child of Benazir Bhutto after her 20 year old brother, Bilawal Bhutto.","She has taken a keen interest in music from the start.","Its believed that before her mother's return to Pakistan, she tried to have a meeting arranged with Grammy Award winning music producer and rapper Sean ""P.Diddy"" Combs through a journalist friend, but this meeting never took place.","Miss Bakhtawar's poetry has been translated and published in some Sindhi newspapers, but this is the first time that her voice can be heard via YouTube.","","The workers and followers of Benazir Bhutto have started recording CDs of her song.","She has a deep interest in singing and poetry."
"XWCC7F89JT2MZY4YQWD0","SSZP7B9BYYSTSYR8DRR0","Edit sentences to improve their English","Correct sentences to make them comprehensible and to correct their spelling and grammar","editing, English, writing, spelling, grammar, translation, research, JHU","$0.25","Fri Jun 12 18:41:15 GMT 2009","1","","3600","604800","Fri Jun 12 22:41:15 GMT 2009","174","","XWCC7F89JT2MZY4YQWD0BW2ZY4Z9CBVZY6ZK1S70","A3MQ8JWI317M6M","Approved","Fri Jun 12 18:55:14 GMT 2009","Fri Jun 12 18:57:45 GMT 2009","Fri Jun 19 18:57:45 GMT 2009","Fri Jun 12 13:28:01 PDT 2009","","","151","91","Mr. Farhatullah Babar&#44; spokesman of Pakistan Peoples Party has confirmed that both the song’s poetry and vocals on YouTube are performed by Bakhtawar.","He was speaking on phone from Islamabad and said that it is a tribute of a grieve stricken daughter to her courageous mother and has been aired by Pakistan Television&#44; the national television network of Pakistan.","He further stated that the Peoples Party has not made any plans to distribute the music CDs by Miss Bakhtawar as yet.","He said that a few months back a fake account of the young Bilawal Bhutto Zardari&#44; the chairman of Pakistan Peoples Party&#44; was made on the website of FaceBook which was later closed down.","Translation of the first sentence goes here.","Translation of the second sentence goes here.","In recent years the number of chemical and herbal health supplements has greatly increased in popularity&#44; a major one of which is human growth hormone&#44; commonly known as HGH.","In recent years the number of chemical and herbal health supplements has greatly increased in popularity&#44; a major one of which is human growth hormone&#44; commonly known as HGH.","In recent years the number of chemical and herbal health supplements has greatly increased in popularity&#44; a major one of which is human growth hormone&#44; commonly known as HGH.","In recent years the number of chemical and herbal health supplements has greatly increased in popularity&#44; a major one of which is human growth hormone&#44; commonly known as HGH.","","He was speaking on the phone from Islamabad and said that it is a tribute of a grief-stricken daughter to her courageous mother and has been aired by Pakistan Television, the national television network of Pakistan.","He further stated that the Peoples Party has not made any plans to distribute the music CDs by Miss Bakhtawar as of yet.","He said that a few months back, a fake account of the young Bilawal Bhutto Zardari, the chairman of Pakistan Peoples Party, was made on the website of Facebook, but it was later closed down.","Translation of the first sentence goes here.","Translation of the second sentence goes here.","In recent years, the number of chemical and herbal health supplements has greatly increased in popularity, a major one of which is human growth hormone, commonly known as HGH.","In recent years, the number of chemical and herbal health supplements has greatly increased in popularity, a major one of which is human growth hormone, commonly known as HGH.","In recent years, the number of chemical and herbal health supplements has greatly increased in popularity, a major one of which is human growth hormone, commonly known as HGH.","","In recent years, the number of chemical and herbal health supplements has greatly increased in popularity, a major one of which is human growth hormone, commonly known as HGH.","Mr. Farhatullah Babar, spokesman of Pakistan Peoples Party, has confirmed that both the song’s poetry and vocals on YouTube are performed by Bakhtawar."
