question,worker,answer
65,1,3
65,3,2
65,5,3
65,26,0
65,34,1
65,36,1
65,39,3
65,40,2
65,41,0
65,55,2
678,1,3
678,13,0
678,16,0
678,20,3
678,22,0
678,25,3
678,34,1
678,43,0
678,54,3
678,88,3
185,1,3
185,12,2
185,20,1
185,21,1
185,25,3
185,31,3
185,35,1
185,43,2
185,55,1
185,60,3
250,1,3
250,3,1
250,29,3
250,35,3
250,39,3
250,40,3
250,43,0
250,73,3
250,83,1
250,90,2
162,1,1
162,9,3
162,16,2
162,27,1
162,29,1
162,31,3
162,42,3
162,48,1
162,58,3
162,85,1
602,1,2
602,3,0
602,10,2
602,11,3
602,13,0
602,17,1
602,20,2
602,49,1
602,56,0
602,80,1
413,1,3
413,3,1
413,12,2
413,16,2
413,21,3
413,25,0
413,28,2
413,30,2
413,31,0
413,50,3
148,1,2
148,3,1
148,9,2
148,20,3
148,22,1
148,29,2
148,35,2
148,40,0
148,43,1
148,51,0
518,1,2
518,2,3
518,9,2
518,11,2
518,13,3
518,16,3
518,19,0
518,31,2
518,53,2
518,65,3
125,1,0
125,15,0
125,16,1
125,22,1
125,28,2
125,30,2
125,39,1
125,47,0
125,50,0
125,81,0
46,1,0
46,2,1
46,7,0
46,9,0
46,16,1
46,23,1
46,37,0
46,40,0
46,43,1
46,47,2
628,1,0
628,8,2
628,13,0
628,16,2
628,20,1
628,29,1
628,34,3
628,35,2
628,53,3
628,66,0
2,1,2
2,3,0
2,9,3
2,11,3
2,12,2
2,13,3
2,14,2
2,15,2
2,16,0
2,17,1
156,1,2
156,3,0
156,8,2
156,21,2
156,22,0
156,25,3
156,31,2
156,35,2
156,39,2
156,56,0
287,1,0
287,3,2
287,9,2
287,11,0
287,20,0
287,22,2
287,29,2
287,43,1
287,58,3
287,90,0
78,1,3
78,9,0
78,10,0
78,16,3
78,20,2
78,21,3
78,22,1
78,29,2
78,30,1
78,43,1
552,1,0
552,9,3
552,12,1
552,16,3
552,22,1
552,23,3
552,31,1
552,39,0
552,45,0
552,55,1
126,1,2
126,9,3
126,11,3
126,16,0
126,19,1
126,22,3
126,39,2
126,47,2
126,55,2
126,66,2
124,1,2
124,9,3
124,19,1
124,21,2
124,23,1
124,25,3
124,35,3
124,36,2
124,40,2
124,56,1
354,1,1
354,5,0
354,15,0
354,23,2
354,27,2
354,32,1
354,52,3
354,55,1
354,60,1
354,62,1
325,1,2
325,2,1
325,11,1
325,25,2
325,28,1
325,31,1
325,43,1
325,47,2
325,55,2
325,61,1
383,1,1
383,10,0
383,34,3
383,39,0
383,40,1
383,44,0
383,47,1
383,48,1
383,79,1
383,102,0
505,1,1
505,12,1
505,17,1
505,20,1
505,32,2
505,39,3
505,40,3
505,52,0
505,60,1
505,96,0
116,1,3
116,12,2
116,13,3
116,14,0
116,17,1
116,23,2
116,35,0
116,40,2
116,47,3
116,61,3
81,1,1
81,12,2
81,15,1
81,31,2
81,37,2
81,39,1
81,41,1
81,67,1
81,77,1
81,85,0
102,1,1
102,9,1
102,15,1
102,27,1
102,28,1
102,31,3
102,34,0
102,50,0
102,60,0
102,73,2
369,1,2
369,5,3
369,14,1
369,16,3
369,23,2
369,34,2
369,35,0
369,37,2
369,85,2
369,88,1
590,1,0
590,3,3
590,12,1
590,13,2
590,15,3
590,16,3
590,20,3
590,56,0
590,60,1
590,76,2
276,1,2
276,5,3
276,9,0
276,20,2
276,22,0
276,23,0
276,24,2
276,31,3
276,37,1
276,50,3
95,1,1
95,2,3
95,3,0
95,9,1
95,10,0
95,13,1
95,20,1
95,22,3
95,44,1
95,67,1
524,1,3
524,10,1
524,14,2
524,21,2
524,30,3
524,35,3
524,40,3
524,54,3
524,66,2
524,69,3
229,1,0
229,9,3
229,13,1
229,23,0
229,34,0
229,37,2
229,40,1
229,43,0
229,51,0
229,55,0
426,1,1
426,9,2
426,13,0
426,28,3
426,34,1
426,35,1
426,37,1
426,40,3
426,54,1
426,58,1
403,1,1
403,3,2
403,13,0
403,16,2
403,22,3
403,35,1
403,40,2
403,43,2
403,56,3
403,61,3
482,1,3
482,5,3
482,10,3
482,16,1
482,35,0
482,39,3
482,40,1
482,43,0
482,54,3
482,88,1
88,1,1
88,9,1
88,10,1
88,16,0
88,19,2
88,21,0
88,37,2
88,42,1
88,51,1
88,55,1
23,1,0
23,3,2
23,10,0
23,13,0
23,20,1
23,36,3
23,39,1
23,48,0
23,55,0
23,64,2
611,1,3
611,11,0
611,13,1
611,17,2
611,21,0
611,22,3
611,34,3
611,37,0
611,43,0
611,56,3
595,1,3
595,12,0
595,13,3
595,20,1
595,21,1
595,32,3
595,35,2
595,50,3
595,58,0
595,59,3
489,1,2
489,13,1
489,31,0
489,39,1
489,41,2
489,47,2
489,50,3
489,56,0
489,63,0
489,80,0
655,1,0
655,2,3
655,3,2
655,11,0
655,13,0
655,16,3
655,31,1
655,40,0
655,55,0
655,56,0
317,1,3
317,2,0
317,3,2
317,10,0
317,13,3
317,16,3
317,22,1
317,34,0
317,37,0
317,62,1
615,1,0
615,8,0
615,13,0
615,34,0
615,36,1
615,37,2
615,42,3
615,43,3
615,47,0
615,62,1
562,1,1
562,4,0
562,13,0
562,16,0
562,21,0
562,22,3
562,37,2
562,40,1
562,43,0
562,48,1
275,1,1
275,3,3
275,16,2
275,31,0
275,32,1
275,34,1
275,35,1
275,43,0
275,49,3
275,69,2
220,1,0
220,3,2
220,5,1
220,21,3
220,23,0
220,44,2
220,47,3
220,57,1
220,61,3
220,76,0
1,1,0
1,2,0
1,3,2
1,4,3
1,5,2
1,6,0
1,7,3
1,8,3
1,9,0
1,10,2
366,1,1
366,4,0
366,16,0
366,21,1
366,34,2
366,35,2
366,39,1
366,41,3
366,43,2
366,51,3
328,1,2
328,3,2
328,8,0
328,10,3
328,16,2
328,23,1
328,34,2
328,53,0
328,62,3
328,74,0
452,1,3
452,2,1
452,9,0
452,16,2
452,25,2
452,28,0
452,29,2
452,31,1
452,37,0
452,56,1
71,1,3
71,13,0
71,15,2
71,34,3
71,35,2
71,47,3
71,51,2
71,54,2
71,55,2
71,66,3
704,1,2
704,16,1
704,21,2
704,28,0
704,34,3
704,35,2
704,51,2
704,54,0
704,73,2
704,107,2
679,1,1
679,6,0
679,10,0
679,16,1
679,19,0
679,34,2
679,37,0
679,59,0
679,61,3
679,66,0
705,1,1
705,13,0
705,20,3
705,22,3
705,29,1
705,30,2
705,34,2
705,58,0
705,60,2
705,61,2
290,1,3
290,3,3
290,7,3
290,12,1
290,13,1
290,16,1
290,21,3
290,22,2
290,29,1
290,45,3
730,1,1
730,3,1
730,9,3
730,11,0
730,14,3
730,20,1
730,25,1
730,34,2
730,53,0
730,73,3
269,1,1
269,3,1
269,13,1
269,15,3
269,16,3
269,22,1
269,36,2
269,53,3
269,57,0
269,75,2
335,1,1
335,9,2
335,16,2
335,20,3
335,21,2
335,28,1
335,35,0
335,36,3
335,37,0
335,61,2
155,1,0
155,2,3
155,3,0
155,4,2
155,10,3
155,15,2
155,22,0
155,23,3
155,40,3
155,61,0
555,1,1
555,16,1
555,20,1
555,22,0
555,23,2
555,34,2
555,35,1
555,36,3
555,40,3
555,63,2
242,1,3
242,3,2
242,8,0
242,13,3
242,31,1
242,34,0
242,35,2
242,37,2
242,40,1
242,43,0
310,1,3
310,13,0
310,22,1
310,23,1
310,27,1
310,34,1
310,36,3
310,43,0
310,45,0
310,63,0
445,1,1
445,3,3
445,10,0
445,13,0
445,16,2
445,20,0
445,25,1
445,37,1
445,43,1
445,45,3
308,1,0
308,4,1
308,6,1
308,13,3
308,16,0
308,23,2
308,31,2
308,50,1
308,72,0
308,90,1
34,1,2
34,3,0
34,13,3
34,14,1
34,15,3
34,16,2
34,24,2
34,31,1
34,35,1
34,53,0
12,1,0
12,2,2
12,4,1
12,8,1
12,10,1
12,26,3
12,31,3
12,34,1
12,43,2
12,50,1
419,1,1
419,9,2
419,21,1
419,34,2
419,35,3
419,43,0
419,44,2
419,49,1
419,54,0
419,69,3
594,1,1
594,3,2
594,7,3
594,10,0
594,16,0
594,22,1
594,29,0
594,55,3
594,60,2
594,63,3
380,1,3
380,3,2
380,9,2
380,13,0
380,21,1
380,37,0
