question,worker,answer
84,0,1
84,1,1
84,2,0
84,3,1
84,4,1
84,5,1
84,6,1
84,7,0
84,8,1
84,9,0
84,10,1
84,11,1
84,12,0
84,13,0
84,14,0
84,15,0
84,16,0
84,17,0
84,18,1
84,19,0
84,20,1
84,21,1
84,22,0
84,23,1
84,24,1
84,25,1
84,26,1
84,27,0
84,28,1
84,29,0
84,30,0
84,31,1
84,32,1
84,33,1
84,34,0
84,35,0
84,36,1
84,37,1
84,38,0
0,0,0
0,1,0
0,2,0
0,3,1
0,4,1
0,5,1
0,6,1
0,7,0
0,8,0
0,9,1
0,10,1
0,11,1
0,12,1
0,13,0
0,14,1
0,15,0
0,16,0
0,17,0
0,18,1
0,19,0
0,20,1
0,21,0
0,22,0
0,23,1
0,24,1
0,25,0
0,26,0
0,27,1
0,28,1
0,29,1
0,30,1
0,31,1
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
91,0,1
91,1,1
91,2,1
91,3,1
91,4,0
91,5,1
91,6,1
91,7,1
91,8,0
91,9,1
91,10,0
91,11,0
91,12,1
91,13,1
91,14,0
91,15,1
91,16,0
91,17,0
91,18,1
91,19,1
91,20,1
91,21,1
91,22,1
91,23,1
91,24,1
91,25,1
91,26,1
91,27,1
91,28,1
91,29,1
91,30,0
91,31,1
91,32,1
91,33,1
91,34,1
91,35,0
91,36,1
91,37,1
91,38,1
31,0,1
31,1,1
31,2,1
31,3,1
31,4,1
31,5,1
31,6,0
31,7,1
31,8,1
31,9,1
31,10,1
31,11,0
31,12,0
31,13,0
31,14,1
31,15,0
31,16,1
31,17,1
31,18,0
31,19,0
31,20,1
31,21,1
31,22,1
31,23,1
31,24,0
31,25,1
31,26,1
31,27,1
31,28,1
31,29,0
31,30,0
31,31,0
31,32,1
31,33,0
31,34,0
31,35,1
31,36,0
31,37,1
31,38,1
13,0,0
13,1,0
13,2,0
13,3,0
13,4,1
13,5,1
13,6,0
13,7,0
13,8,0
13,9,0
13,10,1
13,11,1
13,12,0
13,13,0
13,14,1
13,15,1
13,16,0
13,17,0
13,18,1
13,19,0
13,20,0
13,21,1
13,22,0
13,23,1
13,24,0
13,25,1
13,26,0
13,27,0
13,28,1
13,29,0
13,30,1
13,31,0
13,32,1
13,33,1
13,34,1
13,35,0
13,36,0
13,37,0
13,38,0
15,0,0
15,1,0
15,2,0
15,3,1
15,4,1
15,5,1
15,6,0
15,7,0
15,8,1
15,9,1
15,10,0
15,11,0
15,12,1
15,13,1
15,14,0
15,15,0
15,16,1
15,17,1
15,18,1
15,19,1
15,20,0
15,21,0
15,22,0
15,23,1
15,24,1
15,25,0
15,26,1
15,27,1
15,28,0
15,29,0
15,30,1
15,31,0
15,32,0
15,33,0
15,34,1
15,35,0
15,36,0
15,37,0
15,38,0
66,0,0
66,1,0
66,2,0
66,3,1
66,4,1
66,5,0
66,6,0
66,7,0
66,8,0
66,9,1
66,10,0
66,11,1
66,12,1
66,13,0
66,14,0
66,15,0
66,16,1
66,17,0
66,18,1
66,19,0
66,20,0
66,21,1
66,22,0
66,23,1
66,24,0
66,25,0
