question,worker,answer
579,A1VW9W0DWXCPYE,3
579,A3NU1SQPI1NXY4,3
579,AKBP92VUQ7G3,1
579,ATQWZNGQCN1RA,3
579,A2V3P1XE33NYC3,3
579,A2UFD1I8ZO1V4G,3
579,AD317NO9623GZ,3
579,A1PAR1TMKFPKQE,3
579,A2BERTY629PZDT,3
460,A1VW9W0DWXCPYE,0
460,A3NU1SQPI1NXY4,0
460,AKBP92VUQ7G3,0
460,ATQWZNGQCN1RA,0
460,A2V3P1XE33NYC3,0
460,A2UFD1I8ZO1V4G,0
460,AD317NO9623GZ,0
460,A1PAR1TMKFPKQE,2
460,A3E157ZN8XPUKJ,3
197,A1VW9W0DWXCPYE,3
197,A3NU1SQPI1NXY4,3
197,AKBP92VUQ7G3,3
197,ATQWZNGQCN1RA,3
197,A2V3P1XE33NYC3,3
197,A2UFD1I8ZO1V4G,3
197,AD317NO9623GZ,3
197,AWRAXV1RIYR0M,3
197,A1PAR1TMKFPKQE,3
525,A1VW9W0DWXCPYE,0
525,A3NU1SQPI1NXY4,0
525,AKBP92VUQ7G3,0
525,ATQWZNGQCN1RA,0
525,A2V3P1XE33NYC3,1
525,A2UFD1I8ZO1V4G,0
525,AD317NO9623GZ,0
525,A3E157ZN8XPUKJ,0
525,A3GLUDQZGEJL5G,0
271,A1VW9W0DWXCPYE,2
271,A3NU1SQPI1NXY4,2
271,AKBP92VUQ7G3,2
271,ATQWZNGQCN1RA,3
271,A2V3P1XE33NYC3,2
271,A2UFD1I8ZO1V4G,2
271,AD317NO9623GZ,2
271,A36JZTUKQVV5S5,0
271,A1BHMDRWW9ZYSO,2
396,A1VW9W0DWXCPYE,3
396,A3NU1SQPI1NXY4,3
396,AKBP92VUQ7G3,1
396,ATQWZNGQCN1RA,2
396,A2V3P1XE33NYC3,3
396,A2UFD1I8ZO1V4G,2
396,AD317NO9623GZ,3
396,A1PAR1TMKFPKQE,3
396,A3E157ZN8XPUKJ,1
504,A1VW9W0DWXCPYE,0
504,A3NU1SQPI1NXY4,0
504,AKBP92VUQ7G3,0
504,ATQWZNGQCN1RA,0
504,A2V3P1XE33NYC3,0
504,A2UFD1I8ZO1V4G,0
504,AD317NO9623GZ,0
504,A1PAR1TMKFPKQE,0
504,A3E157ZN8XPUKJ,3
494,A1VW9W0DWXCPYE,3
494,A3NU1SQPI1NXY4,3
494,AKBP92VUQ7G3,3
494,ATQWZNGQCN1RA,3
494,A2V3P1XE33NYC3,3
494,A2UFD1I8ZO1V4G,3
494,AD317NO9623GZ,3
494,A1PAR1TMKFPKQE,3
494,A53VNQRRFQ785,3
407,A1VW9W0DWXCPYE,2
407,A3NU1SQPI1NXY4,2
407,AKBP92VUQ7G3,2
407,ATQWZNGQCN1RA,2
407,A2H321P1NSEW35,2
407,A2V3P1XE33NYC3,2
407,A2UFD1I8ZO1V4G,2
407,AD317NO9623GZ,2
407,A3E157ZN8XPUKJ,2
213,A1VW9W0DWXCPYE,1
213,A3NU1SQPI1NXY4,1
213,AKBP92VUQ7G3,3
213,ATQWZNGQCN1RA,1
213,A2H321P1NSEW35,1
213,A2V3P1XE33NYC3,1
213,A2UFD1I8ZO1V4G,1
213,AD317NO9623GZ,2
213,A1BHMDRWW9ZYSO,1
198,A1VW9W0DWXCPYE,0
198,A3NU1SQPI1NXY4,1
198,AKBP92VUQ7G3,0
198,ATQWZNGQCN1RA,0
198,A2V3P1XE33NYC3,0
198,A2UFD1I8ZO1V4G,0
198,AD317NO9623GZ,0
198,AWRAXV1RIYR0M,0
198,A1PAR1TMKFPKQE,0
