question,worker,answer
283,1,0
283,2,0
283,13,3
283,17,0
283,21,0
283,31,0
283,41,3
283,55,0
283,76,0
283,90,0
78,1,3
78,9,2
78,10,3
78,16,3
78,20,3
78,21,3
78,22,0
78,29,1
78,30,3
78,43,0
57,1,3
57,5,3
57,8,0
57,37,3
57,43,3
57,45,3
57,47,3
57,49,0
57,52,3
57,80,3
115,1,2
115,3,2
115,9,3
115,12,2
115,13,0
115,20,2
115,41,3
115,51,2
115,53,1
115,54,2
388,1,1
388,2,1
388,4,1
388,6,1
388,14,1
388,16,1
388,40,1
388,41,2
388,50,0
388,51,0
13,1,3
13,2,3
13,5,0
13,9,1
13,10,3
13,12,1
13,13,1
13,14,3
13,25,3
13,43,2
518,1,2
518,2,2
518,9,2
518,11,2
518,13,1
518,16,0
518,19,2
518,31,2
518,53,2
518,65,2
270,1,3
270,11,3
270,16,0
270,20,3
270,35,3
270,39,3
270,40,1
270,69,3
270,81,3
270,85,3
276,1,2
276,5,2
276,9,1
276,20,2
276,22,0
276,23,2
276,24,0
276,31,1
276,37,2
276,50,2
655,1,0
655,2,0
655,3,0
655,11,0
655,13,1
655,16,1
655,31,0
655,40,0
655,55,3
655,56,1
84,1,0
84,14,0
84,16,0
84,17,0
84,20,0
84,22,0
84,25,0
84,35,0
84,40,2
84,56,2
365,1,1
365,6,1
365,9,1
365,16,1
365,22,3
365,35,1
365,40,1
365,43,2
365,44,1
365,55,2
222,1,2
222,9,3
222,10,3
222,13,1
222,16,2
222,20,2
222,34,2
222,41,0
222,54,0
222,72,3
263,1,0
263,13,1
263,16,0
263,20,0
263,37,0
263,40,1
263,41,3
263,43,0
263,62,0
263,81,0
124,1,2
124,9,3
124,19,2
124,21,2
124,23,2
124,25,1
124,35,0
124,36,2
124,40,3
124,56,1
368,1,0
368,3,0
368,9,2
368,13,0
368,19,0
368,24,2
368,31,0
368,34,0
368,40,3
368,47,0
308,1,1
308,4,1
308,6,1
308,13,1
308,16,1
308,23,0
308,31,0
308,50,1
308,72,3
308,90,1
679,1,0
679,6,0
679,10,3
679,16,0
679,19,0
679,34,0
679,37,0
679,59,0
679,61,0
679,66,0
183,1,3
183,25,0
183,29,3
183,31,3
183,33,2
183,34,3
183,37,3
183,55,3
183,75,3
183,95,3
448,1,2
448,3,2
448,13,2
448,17,1
448,20,2
448,35,3
448,37,2
448,43,2
448,50,2
448,58,2
705,1,2
705,13,0
705,20,2
705,22,2
705,29,3
705,30,2
705,34,2
705,58,1
705,60,0
705,61,2
343,1,1
343,3,1
343,16,2
343,20,1
343,21,1
343,28,1
343,31,1
343,35,1
343,61,1
343,66,1
347,1,1
347,3,1
347,8,1
347,10,1
347,12,1
347,34,3
347,44,2
347,47,1
347,50,1
347,61,1
489,1,2
489,13,3
489,31,2
489,39,2
489,41,1
489,47,2
489,50,0
489,56,2
489,63,2
489,80,2
366,1,3
366,4,3
366,16,2
366,21,3
366,34,2
366,35,1
366,39,3
366,41,3
366,43,1
366,51,3
530,1,3
530,3,3
530,9,3
530,13,3
530,15,3
530,16,2
530,22,1
530,37,0
530,53,2
530,55,3
579,1,2
579,7,2
579,9,1
579,12,2
579,13,2
579,17,2
579,20,1
579,25,2
579,51,2
579,53,2
259,1,2
259,7,2
259,9,2
259,13,3
259,34,2
259,37,2
259,56,2
259,58,0
259,62,2
259,98,0
602,1,2
602,3,2
602,10,3
602,11,2
602,13,3
602,17,2
602,20,2
602,49,1
602,56,2
602,80,2
232,1,3
232,13,3
232,29,3
232,31,1
232,40,3
232,47,3
232,49,0
232,51,3
232,63,1
232,72,1
611,1,3
611,11,3
611,13,1
611,17,0
611,21,3
611,22,3
611,34,3
611,37,3
611,43,2
611,56,3
556,1,2
556,5,1
556,13,1
556,17,3
556,19,0
556,20,2
556,25,2
556,35,2
556,39,0
556,66,2
1,1,3
1,2,3
1,3,3
1,4,3
1,5,3
1,6,1
1,7,0
1,8,3
1,9,2
1,10,0
311,1,3
311,9,1
311,15,3
311,28,3
311,34,3
311,35,1
311,37,2
311,58,0
311,87,3
311,101,3
433,1,0
433,5,2
433,9,3
433,15,0
433,16,0
433,25,0
433,28,0
433,43,0
433,52,0
433,58,0
42,1,0
42,10,2
42,11,0
42,12,0
42,16,0
42,35,0
42,40,0
42,43,0
42,58,0
42,65,0
529,1,2
529,10,1
529,17,2
529,20,2
529,31,2
529,40,1
529,43,1
529,53,2
529,55,1
529,97,0
23,1,0
23,3,0
23,10,0
23,13,3
23,20,0
23,36,0
23,39,0
23,48,0
23,55,0
23,64,3
202,1,2
202,10,2
202,12,2
202,22,2
202,23,1
202,31,2
202,34,2
202,39,2
202,43,2
202,51,0
653,1,3
653,11,3
653,13,3
653,21,3
653,22,3
653,25,3
653,29,1
653,55,1
653,59,3
653,61,3
269,1,0
269,3,0
269,13,2
269,15,3
269,16,0
269,22,0
269,36,0
269,53,0
269,57,0
269,75,0
118,1,2
118,8,2
118,16,2
118,20,2
118,23,2
118,25,2
118,28,0
118,29,0
118,34,2
118,53,0
148,1,2
148,3,2
148,9,2
148,20,0
148,22,2
148,29,1
148,35,2
148,40,2
148,43,3
148,51,2
497,1,3
497,4,3
497,5,3
497,21,3
497,23,3
497,35,3
497,43,2
497,53,3
497,54,3
497,55,0
383,1,1
383,10,3
383,34,1
