question,worker,answer
317,1,3
317,2,3
317,3,0
317,10,1
317,13,3
317,16,3
317,22,0
317,34,2
317,37,3
317,62,3
197,1,3
197,9,3
197,11,1
197,17,0
197,23,3
197,32,0
197,37,0
197,56,0
197,90,3
197,91,0
359,1,2
359,9,2
359,16,2
359,22,3
359,25,3
359,34,0
359,48,3
359,55,2
359,61,2
359,97,2
12,1,1
12,2,1
12,4,0
12,8,1
12,10,3
12,26,1
12,31,1
12,34,1
12,43,1
12,50,0
208,1,1
208,3,2
208,8,1
208,9,1
208,28,1
208,34,1
208,44,1
208,47,1
208,53,1
208,65,0
459,1,2
459,6,2
459,12,2
459,13,2
459,15,2
459,22,2
459,23,2
459,34,0
459,55,2
459,56,2
730,1,2
730,3,0
730,9,3
730,11,1
730,14,1
730,20,2
730,25,2
730,34,3
730,53,2
730,73,2
87,1,1
87,8,1
87,14,3
87,16,1
87,28,3
87,31,1
87,34,3
87,39,2
87,43,2
87,69,3
162,1,1
162,9,1
162,16,1
162,27,1
162,29,1
162,31,1
162,42,0
162,48,1
162,58,1
162,85,1
310,1,1
310,13,1
310,22,1
310,23,3
310,27,1
310,34,1
310,36,3
310,43,1
310,45,3
310,63,1
383,1,1
383,10,1
383,34,1
383,39,2
383,40,2
383,44,1
383,47,1
383,48,1
383,79,1
383,102,1
211,1,0
211,3,2
211,13,2
211,19,0
211,37,2
211,40,0
211,44,0
211,54,0
211,57,1
211,89,2
118,1,2
118,8,3
118,16,1
118,20,2
118,23,1
118,25,1
118,28,1
118,29,3
118,34,2
118,53,0
714,1,1
714,11,1
714,16,1
714,20,3
714,22,1
714,28,3
714,31,1
714,35,1
714,43,2
714,47,1
216,1,0
216,3,0
216,8,1
216,13,0
216,15,0
216,16,1
216,26,0
216,31,0
216,49,2
216,70,0
552,1,0
552,9,1
552,12,3
552,16,0
552,22,0
552,23,0
552,31,0
552,39,1
552,45,1
552,55,0
704,1,3
704,16,3
704,21,2
704,28,2
704,34,0
704,35,3
704,51,3
704,54,3
704,73,3
704,107,3
156,1,2
156,3,3
156,8,3
156,21,3
156,22,2
156,25,2
156,31,2
156,35,2
156,39,2
156,56,2
290,1,1
290,3,1
290,7,1
290,12,3
290,13,0
290,16,1
290,21,3
290,22,1
290,29,1
290,45,1
128,1,3
128,2,3
128,3,1
128,12,3
128,13,1
128,20,3
128,28,0
128,35,0
128,44,2
128,47,3
530,1,3
530,3,2
530,9,3
530,13,3
530,15,2
530,16,3
530,22,3
530,37,3
530,53,3
530,55,3
632,1,3
632,3,1
632,5,1
632,9,3
632,13,3
632,29,3
632,37,3
632,43,3
632,65,1
632,105,3
289,1,2
289,2,2
289,3,1
289,12,2
289,15,3
289,17,2
289,37,2
289,40,3
289,62,3
289,76,2
678,1,3
678,13,3
678,16,2
678,20,3
678,22,3
678,25,3
678,34,1
678,43,3
678,54,3
678,88,3
581,1,2
581,13,2
581,19,2
581,37,2
581,39,1
581,41,2
581,43,2
581,47,2
581,56,3
581,63,1
388,1,1
388,2,1
388,4,0
388,6,1
388,14,3
388,16,2
388,40,3
388,41,2
388,50,3
388,51,1
428,1,0
428,3,1
428,5,0
428,17,0
428,27,0
428,34,0
428,41,1
428,61,0
428,72,3
428,80,2
403,1,1
403,3,1
403,13,1
403,16,2
403,22,1
403,35,1
403,40,1
403,43,2
403,56,2
403,61,1
335,1,0
335,9,0
335,16,1
335,20,0
335,21,0
335,28,3
335,35,0
335,36,3
335,37,1
335,61,3
524,1,3
524,10,0
524,14,3
524,21,0
524,30,3
524,35,3
524,40,3
524,54,3
524,66,1
524,69,2
325,1,2
325,2,2
325,11,3
