question,worker,answer
494,A1VW9W0DWXCPYE,3
494,A3NU1SQPI1NXY4,2
494,AKBP92VUQ7G3,2
494,ATQWZNGQCN1RA,2
494,A2V3P1XE33NYC3,2
494,A2UFD1I8ZO1V4G,0
494,AD317NO9623GZ,3
494,A1PAR1TMKFPKQE,1
494,A53VNQRRFQ785,1
267,A1VW9W0DWXCPYE,0
267,A3NU1SQPI1NXY4,2
267,AKBP92VUQ7G3,3
267,ATQWZNGQCN1RA,3
267,A2V3P1XE33NYC3,0
267,A2UFD1I8ZO1V4G,2
267,AD317NO9623GZ,0
267,A1C0Z73809FFDZ,0
267,A1BHMDRWW9ZYSO,3
268,A1VW9W0DWXCPYE,2
268,A3NU1SQPI1NXY4,0
268,AKBP92VUQ7G3,3
268,ATQWZNGQCN1RA,1
268,A2V3P1XE33NYC3,2
268,A2UFD1I8ZO1V4G,0
268,AD317NO9623GZ,0
268,A1C0Z73809FFDZ,2
268,A1BHMDRWW9ZYSO,2
421,A1VW9W0DWXCPYE,0
421,A3NU1SQPI1NXY4,3
421,AKBP92VUQ7G3,3
421,ATQWZNGQCN1RA,2
421,A2V3P1XE33NYC3,1
421,A2UFD1I8ZO1V4G,0
421,AD317NO9623GZ,1
421,A3GLUDQZGEJL5G,2
421,A1KZOLS51I9SS7,3
216,A1VW9W0DWXCPYE,2
216,A3NU1SQPI1NXY4,2
216,AKBP92VUQ7G3,2
216,ATQWZNGQCN1RA,2
216,A2H321P1NSEW35,3
216,A2V3P1XE33NYC3,2
216,A2UFD1I8ZO1V4G,3
216,AD317NO9623GZ,2
216,A1BHMDRWW9ZYSO,2
424,A1VW9W0DWXCPYE,2
424,A3NU1SQPI1NXY4,0
424,AKBP92VUQ7G3,2
424,ATQWZNGQCN1RA,2
424,A2V3P1XE33NYC3,2
424,A2UFD1I8ZO1V4G,2
424,AD317NO9623GZ,3
424,A3GLUDQZGEJL5G,0
424,A1KZOLS51I9SS7,0
407,A1VW9W0DWXCPYE,2
407,A3NU1SQPI1NXY4,0
407,AKBP92VUQ7G3,1
407,ATQWZNGQCN1RA,2
407,A2H321P1NSEW35,1
407,A2V3P1XE33NYC3,0
407,A2UFD1I8ZO1V4G,2
407,AD317NO9623GZ,1
407,A3E157ZN8XPUKJ,0
215,A1VW9W0DWXCPYE,3
215,A3NU1SQPI1NXY4,2
215,AKBP92VUQ7G3,2
215,ATQWZNGQCN1RA,0
215,A2H321P1NSEW35,2
215,A2V3P1XE33NYC3,0
215,A2UFD1I8ZO1V4G,3
215,AD317NO9623GZ,3
215,A1BHMDRWW9ZYSO,3
88,A1VW9W0DWXCPYE,2
88,A3NU1SQPI1NXY4,1
88,AKBP92VUQ7G3,2
88,ATQWZNGQCN1RA,2
88,A2V3P1XE33NYC3,2
88,A2UFD1I8ZO1V4G,0
88,AD317NO9623GZ,2
88,A1PAR1TMKFPKQE,1
88,A3E157ZN8XPUKJ,2
517,A1VW9W0DWXCPYE,3
517,A3NU1SQPI1NXY4,3
517,AKBP92VUQ7G3,2
517,ATQWZNGQCN1RA,3
517,A2V3P1XE33NYC3,2
517,A2UFD1I8ZO1V4G,3
517,AD317NO9623GZ,3
517,A1PAR1TMKFPKQE,3
517,A3E157ZN8XPUKJ,3
266,A1VW9W0DWXCPYE,3
266,A3NU1SQPI1NXY4,0
266,AKBP92VUQ7G3,0
266,ATQWZNGQCN1RA,0
266,A2V3P1XE33NYC3,1
266,A2UFD1I8ZO1V4G,2
266,AD317NO9623GZ,1
266,A1C0Z73809FFDZ,2
266,A1BHMDRWW9ZYSO,2
580,A1VW9W0DWXCPYE,2
580,A3NU1SQPI1NXY4,1
580,AKBP92VUQ7G3,1
580,ATQWZNGQCN1RA,2
580,A2V3P1XE33NYC3,3
580,A2UFD1I8ZO1V4G,1
580,AD317NO9623GZ,0
580,A1PAR1TMKFPKQE,1
580,A2BERTY629PZDT,2
343,A1VW9W0DWXCPYE,3
343,A3NU1SQPI1NXY4,3
343,AKBP92VUQ7G3,3
343,ATQWZNGQCN1RA,1
343,A2H321P1NSEW35,1
343,A2F0X4LN9N4O4C,3
343,A2V3P1XE33NYC3,1
343,A2UFD1I8ZO1V4G,0
343,AD317NO9623GZ,1
441,A1VW9W0DWXCPYE,3
441,A3NU1SQPI1NXY4,3
441,AKBP92VUQ7G3,2
441,ATQWZNGQCN1RA,3
441,A2V3P1XE33NYC3,3
441,A2UFD1I8ZO1V4G,0
441,AD317NO9623GZ,1
441,A3E157ZN8XPUKJ,1
441,A1BHMDRWW9ZYSO,1
521,A1VW9W0DWXCPYE,2
521,A3NU1SQPI1NXY4,1
521,AKBP92VUQ7G3,1
521,ATQWZNGQCN1RA,3
521,A2H321P1NSEW35,0
521,A2V3P1XE33NYC3,3
521,A2UFD1I8ZO1V4G,2
521,AD317NO9623GZ,2
521,A1C0Z73809FFDZ,1
502,A1VW9W0DWXCPYE,1
502,A3NU1SQPI1NXY4,1
502,AKBP92VUQ7G3,0
502,ATQWZNGQCN1RA,1
502,A2V3P1XE33NYC3,1
502,A2UFD1I8ZO1V4G,2
502,AD317NO9623GZ,0
502,A1PAR1TMKFPKQE,1
502,A3E157ZN8XPUKJ,0
579,A1VW9W0DWXCPYE,3
579,A3NU1SQPI1NXY4,0
579,AKBP92VUQ7G3,1
579,ATQWZNGQCN1RA,2
579,A2V3P1XE33NYC3,1
579,A2UFD1I8ZO1V4G,3
579,AD317NO9623GZ,3
579,A1PAR1TMKFPKQE,3
579,A2BERTY629PZDT,0
115,A1VW9W0DWXCPYE,0
115,A3NU1SQPI1NXY4,3
115,AKBP92VUQ7G3,2
115,ATQWZNGQCN1RA,2
115,A2V3P1XE33NYC3,0
115,A2UFD1I8ZO1V4G,1
115,AD317NO9623GZ,3
115,A1PAR1TMKFPKQE,2
