question,worker,answer
522,A1VW9W0DWXCPYE,1
522,A3NU1SQPI1NXY4,1
522,AKBP92VUQ7G3,1
522,ATQWZNGQCN1RA,2
522,A2H321P1NSEW35,3
522,A2V3P1XE33NYC3,2
522,A2UFD1I8ZO1V4G,2
522,AD317NO9623GZ,2
522,A1C0Z73809FFDZ,3
460,A1VW9W0DWXCPYE,0
460,A3NU1SQPI1NXY4,0
460,AKBP92VUQ7G3,1
460,ATQWZNGQCN1RA,2
460,A2V3P1XE33NYC3,2
460,A2UFD1I8ZO1V4G,0
460,AD317NO9623GZ,2
460,A1PAR1TMKFPKQE,2
460,A3E157ZN8XPUKJ,0
234,A1VW9W0DWXCPYE,2
234,A3NU1SQPI1NXY4,2
234,AKBP92VUQ7G3,2
234,ATQWZNGQCN1RA,2
234,A2H321P1NSEW35,3
234,A2V3P1XE33NYC3,2
234,A2UFD1I8ZO1V4G,2
234,AD317NO9623GZ,1
234,A3E157ZN8XPUKJ,2
199,A1VW9W0DWXCPYE,2
199,A3NU1SQPI1NXY4,2
199,AKBP92VUQ7G3,2
199,ATQWZNGQCN1RA,2
199,A2V3P1XE33NYC3,0
199,A2UFD1I8ZO1V4G,0
199,AD317NO9623GZ,2
199,AWRAXV1RIYR0M,2
199,A1PAR1TMKFPKQE,0
277,A1VW9W0DWXCPYE,2
277,A3NU1SQPI1NXY4,1
277,AKBP92VUQ7G3,2
277,ATQWZNGQCN1RA,2
277,A2V3P1XE33NYC3,2
277,A2UFD1I8ZO1V4G,3
277,AD317NO9623GZ,2
277,AM2W23THD4CI7,2
277,A53VNQRRFQ785,0
394,A1VW9W0DWXCPYE,2
394,A3NU1SQPI1NXY4,2
394,AKBP92VUQ7G3,3
394,ATQWZNGQCN1RA,2
394,A2V3P1XE33NYC3,2
394,A2UFD1I8ZO1V4G,3
394,AD317NO9623GZ,2
394,A1PAR1TMKFPKQE,2
394,A3E157ZN8XPUKJ,1
270,A1VW9W0DWXCPYE,1
270,A3NU1SQPI1NXY4,1
270,AKBP92VUQ7G3,1
270,ATQWZNGQCN1RA,0
270,A2V3P1XE33NYC3,2
270,A2UFD1I8ZO1V4G,1
270,AD317NO9623GZ,1
270,A36JZTUKQVV5S5,3
270,A1BHMDRWW9ZYSO,0
344,A1VW9W0DWXCPYE,0
344,A3NU1SQPI1NXY4,0
344,AKBP92VUQ7G3,1
344,ATQWZNGQCN1RA,0
344,A2H321P1NSEW35,2
344,A2F0X4LN9N4O4C,1
344,A2V3P1XE33NYC3,0
344,A2UFD1I8ZO1V4G,0
344,AD317NO9623GZ,3
457,A1VW9W0DWXCPYE,1
457,A3NU1SQPI1NXY4,1
457,AKBP92VUQ7G3,1
457,ATQWZNGQCN1RA,1
457,A2V3P1XE33NYC3,2
457,A2UFD1I8ZO1V4G,1
457,AD317NO9623GZ,1
457,A1PAR1TMKFPKQE,1
457,A3E157ZN8XPUKJ,1
442,A1VW9W0DWXCPYE,2
442,A3NU1SQPI1NXY4,2
442,AKBP92VUQ7G3,1
442,ATQWZNGQCN1RA,3
442,A2V3P1XE33NYC3,3
442,A2UFD1I8ZO1V4G,2
442,AD317NO9623GZ,2
442,A3E157ZN8XPUKJ,1
442,A1BHMDRWW9ZYSO,0
459,A1VW9W0DWXCPYE,2
459,A3NU1SQPI1NXY4,0
459,AKBP92VUQ7G3,1
459,ATQWZNGQCN1RA,3
459,A2V3P1XE33NYC3,3
459,A2UFD1I8ZO1V4G,3
459,AD317NO9623GZ,1
459,A1PAR1TMKFPKQE,2
459,A3E157ZN8XPUKJ,2
215,A1VW9W0DWXCPYE,3
215,A3NU1SQPI1NXY4,0
215,AKBP92VUQ7G3,2
215,ATQWZNGQCN1RA,3
215,A2H321P1NSEW35,2
215,A2V3P1XE33NYC3,3
215,A2UFD1I8ZO1V4G,3
215,AD317NO9623GZ,3
215,A1BHMDRWW9ZYSO,3
227,A1VW9W0DWXCPYE,3
227,A3NU1SQPI1NXY4,3
227,AKBP92VUQ7G3,2
227,ATQWZNGQCN1RA,0
227,A2V3P1XE33NYC3,3
227,A2UFD1I8ZO1V4G,3
227,AD317NO9623GZ,1
227,A3E157ZN8XPUKJ,3
227,AM2W23THD4CI7,0
343,A1VW9W0DWXCPYE,3
343,A3NU1SQPI1NXY4,2
343,AKBP92VUQ7G3,1
343,ATQWZNGQCN1RA,2
343,A2H321P1NSEW35,0
343,A2F0X4LN9N4O4C,3
343,A2V3P1XE33NYC3,0
343,A2UFD1I8ZO1V4G,0
343,AD317NO9623GZ,3
114,A1VW9W0DWXCPYE,3
114,A3NU1SQPI1NXY4,3
114,AKBP92VUQ7G3,3
114,ATQWZNGQCN1RA,3
114,A2V3P1XE33NYC3,3
114,A2UFD1I8ZO1V4G,1
114,AD317NO9623GZ,3
114,A1PAR1TMKFPKQE,3
114,A1BHMDRWW9ZYSO,0
226,A1VW9W0DWXCPYE,1
226,A3NU1SQPI1NXY4,3
226,AKBP92VUQ7G3,1
226,ATQWZNGQCN1RA,1
226,A2V3P1XE33NYC3,0
226,A2UFD1I8ZO1V4G,0
226,AD317NO9623GZ,0
226,A3E157ZN8XPUKJ,1
226,AM2W23THD4CI7,0
266,A1VW9W0DWXCPYE,3
266,A3NU1SQPI1NXY4,3
266,AKBP92VUQ7G3,3
266,ATQWZNGQCN1RA,3
266,A2V3P1XE33NYC3,3
266,A2UFD1I8ZO1V4G,0
266,AD317NO9623GZ,3
266,A1C0Z73809FFDZ,3
266,A1BHMDRWW9ZYSO,0
518,A1VW9W0DWXCPYE,1
518,A3NU1SQPI1NXY4,1
518,AKBP92VUQ7G3,1
518,ATQWZNGQCN1RA,1
518,A2V3P1XE33NYC3,1
518,A2UFD1I8ZO1V4G,1
518,AD317NO9623GZ,0
518,A1PAR1TMKFPKQE,2
518,A3E157ZN8XPUKJ,1
269,A1VW9W0DWXCPYE,3
269,A3NU1SQPI1NXY4,3
269,AKBP92VUQ7G3,3
269,ATQWZNGQCN1RA,2
269,A2V3P1XE33NYC3,0
269,A2UFD1I8ZO1V4G,3
269,AD317NO9623GZ,1
269,A36JZTUKQVV5S5,3
269,A1BHMDRWW9ZYSO,0
527,A1VW9W0DWXCPYE,1
527,A3NU1SQPI1NXY4,2
527,AKBP92VUQ7G3,0
527,ATQWZNGQCN1RA,1
