question,worker,answer
27,0,1
27,1,1
27,2,1
27,3,0
27,4,1
27,5,0
27,6,0
27,7,0
27,8,0
27,9,1
27,10,1
27,11,1
27,12,0
27,13,1
27,14,1
27,15,1
27,16,1
27,17,0
27,18,0
27,19,0
27,20,1
27,21,0
27,22,0
27,23,0
27,24,1
27,25,0
27,26,0
27,27,0
27,28,0
27,29,0
27,30,1
27,31,0
27,32,1
27,33,0
27,34,1
27,35,0
27,36,1
27,37,1
27,38,1
2,0,0
2,1,0
2,2,1
2,3,0
2,4,1
2,5,0
2,6,1
2,7,1
2,8,1
2,9,1
2,10,1
2,11,1
2,12,1
2,13,0
2,14,0
2,15,1
2,16,1
2,17,1
2,18,1
2,19,0
2,20,1
2,21,0
2,22,0
2,23,1
2,24,0
2,25,0
2,26,1
2,27,1
2,28,1
2,29,1
2,30,0
2,31,1
2,32,0
2,33,0
2,34,0
2,35,0
2,36,1
2,37,1
2,38,0
99,0,1
99,1,1
99,2,0
99,3,0
99,4,0
99,5,1
99,6,0
99,7,0
99,8,1
99,9,1
99,10,0
99,11,0
99,12,1
99,13,1
99,14,1
99,15,0
99,16,1
99,17,0
99,18,1
99,19,1
99,20,0
99,21,0
99,22,1
99,23,1
99,24,0
99,25,0
99,26,0
99,27,0
99,28,0
99,29,0
99,30,1
99,31,0
99,32,1
99,33,1
99,34,0
99,35,1
99,36,1
99,37,1
99,38,1
95,0,1
95,1,1
95,2,1
95,3,1
95,4,0
95,5,1
95,6,1
95,7,0
95,8,1
95,9,1
95,10,0
95,11,0
95,12,1
95,13,1
95,14,1
95,15,1
95,16,0
95,17,0
95,18,0
95,19,1
95,20,0
95,21,1
95,22,1
95,23,0
95,24,0
95,25,1
95,26,0
95,27,1
95,28,0
95,29,0
95,30,1
95,31,0
95,32,1
95,33,0
95,34,0
95,35,0
95,36,1
95,37,1
95,38,1
46,0,0
46,1,0
46,2,1
46,3,0
46,4,1
46,5,0
46,6,0
46,7,1
46,8,0
46,9,1
46,10,0
46,11,1
46,12,0
46,13,1
46,14,0
46,15,1
46,16,1
46,17,1
46,18,0
46,19,0
46,20,1
46,21,1
46,22,0
46,23,0
46,24,0
46,25,1
46,26,1
46,27,1
46,28,0
46,29,1
46,30,0
46,31,1
46,32,1
46,33,0
46,34,0
46,35,1
46,36,1
46,37,0
46,38,1
45,0,0
45,1,1
45,2,0
45,3,1
45,4,0
45,5,0
45,6,1
45,7,0
45,8,0
45,9,0
45,10,1
45,11,1
45,12,1
45,13,0
45,14,0
45,15,1
45,16,0
45,17,0
45,18,0
45,19,0
45,20,1
45,21,1
45,22,0
45,23,0
45,24,1
45,25,1
45,26,0
45,27,0
45,28,0
45,29,0
45,30,0
45,31,0
45,32,1
45,33,0
45,34,1
45,35,1
45,36,0
45,37,1
45,38,1
73,0,1
73,1,1
