question,worker,answer
403,1,1
403,3,1
403,13,1
403,16,1
403,22,1
403,35,1
403,40,1
403,43,1
403,56,3
403,61,1
223,1,2
223,2,2
223,3,2
223,6,2
223,9,2
223,20,2
223,29,2
223,31,2
223,35,2
223,45,2
722,1,1
722,8,1
722,17,1
722,20,1
722,22,0
722,23,1
722,28,1
722,31,1
722,41,1
722,55,1
325,1,2
325,2,2
325,11,2
325,25,2
325,28,2
325,31,2
325,43,2
325,47,2
325,55,2
325,61,2
242,1,2
242,3,2
242,8,2
242,13,2
242,31,2
242,34,2
242,35,2
242,37,2
242,40,2
242,43,2
611,1,3
611,11,3
611,13,3
611,17,3
611,21,3
611,22,3
611,34,3
611,37,3
611,43,3
611,56,1
552,1,0
552,9,0
552,12,0
552,16,0
552,22,1
552,23,0
552,31,0
552,39,0
552,45,0
552,55,0
655,1,0
655,2,0
655,3,0
655,11,0
655,13,0
655,16,0
655,31,0
655,40,0
655,55,0
655,56,1
368,1,0
368,3,0
368,9,3
368,13,0
368,19,0
368,24,0
368,31,0
368,34,0
368,40,0
368,47,0
553,1,2
553,2,2
553,5,0
553,28,2
553,43,2
553,44,2
553,50,2
553,54,2
553,61,2
553,99,2
240,1,2
240,2,2
240,13,2
240,16,2
240,19,2
240,20,2
240,23,2
240,43,2
240,49,2
240,54,2
211,1,0
211,3,0
211,13,0
211,19,0
211,37,3
211,40,0
211,44,0
211,54,0
211,57,0
211,89,0
41,1,2
41,16,2
41,30,2
41,31,2
41,34,2
41,35,2
41,49,2
41,72,2
41,74,2
41,75,2
456,1,2
456,4,2
456,8,2
456,15,2
456,21,2
456,34,2
456,40,2
456,54,2
456,60,2
456,61,2
714,1,1
714,11,1
714,16,0
714,20,1
714,22,1
714,28,0
714,31,1
714,35,1
714,43,1
714,47,1
322,1,3
322,3,3
322,9,3
322,17,3
322,20,3
322,41,3
322,44,3
322,45,3
322,61,3
322,87,3
81,1,1
81,12,1
81,15,1
81,31,1
81,37,2
81,39,1
81,41,1
81,67,1
81,77,1
81,85,1
304,1,1
304,2,1
304,16,1
304,17,1
304,23,1
304,29,1
304,31,1
304,61,1
304,90,1
304,97,1
343,1,1
343,3,1
343,16,1
343,20,1
343,21,1
343,28,3
343,31,1
343,35,1
343,61,1
343,66,1
179,1,2
179,9,3
179,20,2
179,23,2
179,31,2
179,34,2
179,42,2
179,48,2
179,54,2
179,65,1
270,1,3
270,11,3
270,16,3
270,20,3
270,35,3
270,39,3
270,40,3
270,69,3
270,81,1
270,85,3
628,1,0
628,8,0
628,13,0
628,16,0
628,20,3
628,29,0
628,34,2
628,35,1
628,53,0
628,66,0
602,1,2
602,3,2
602,10,2
602,11,2
602,13,2
602,17,2
602,20,2
602,49,2
602,56,3
602,80,2
489,1,2
489,13,2
489,31,2
489,39,2
489,41,2
489,47,2
489,50,2
489,56,1
489,63,2
489,80,2
653,1,3
653,11,3
653,13,3
653,21,3
653,22,3
653,25,3
653,29,3
653,55,3
653,59,3
653,61,3
65,1,3
65,3,3
65,5,3
65,26,3
65,34,3
65,36,3
65,39,3
65,40,3
65,41,3
65,55,3
345,1,1
345,13,1
345,16,1
345,23,1
345,25,1
345,34,1
345,37,1
345,54,1
345,58,1
345,97,1
256,1,1
256,8,0
256,13,1
256,14,3
256,20,1
256,22,1
256,31,1
256,35,3
256,44,1
256,53,1
574,1,0
574,14,0
574,20,0
574,21,0
574,25,0
574,27,0
574,28,0
574,30,0
574,43,0
574,56,1
529,1,2
529,10,2
529,17,1
529,20,2
529,31,2
529,40,2
529,43,2
529,53,2
529,55,2
529,97,3
335,1,0
335,9,0
335,16,0
335,20,0
335,21,0
335,28,0
335,35,0
335,36,1
335,37,0
335,61,0
402,1,1
402,2,1
402,9,1
402,10,1
402,13,1
402,15,1
402,18,3
402,30,1
402,41,1
402,55,1
263,1,0
263,13,0
263,16,0
263,20,0
263,37,2
263,40,0
263,41,0
263,43,0
263,62,0
263,81,0
285,1,0
285,16,0
285,25,0
285,27,0
285,50,2
285,56,0
285,57,0
285,63,0
285,70,0
285,85,0
365,1,1
365,6,1
365,9,1
365,16,1
365,22,1
365,35,1
365,40,1
365,43,1
365,44,1
365,55,1
116,1,3
116,12,3
116,13,3
116,14,1
116,17,3
116,23,3
116,35,3
116,40,3
116,47,3
116,61,3
398,1,1
398,10,1
398,13,1
398,25,1
398,35,1
398,40,1
398,47,1
398,51,1
398,53,1
398,91,1
524,1,3
524,10,3
524,14,3
524,21,3
524,30,3
524,35,3
524,40,3
524,54,3
524,66,3
524,69,3
354,1,1
354,5,2
354,15,3
354,23,1
354,27,1
354,32,1
354,52,1
354,55,1
354,60,1
354,62,1
73,1,1
73,3,1
73,9,1
73,13,1
73,16,1
73,20,1
73,35,1
73,37,1
73,40,1
73,53,1
323,1,2
323,3,2
323,12,2
323,25,2
323,27,2
323,31,2
323,34,2
323,37,2
323,39,2
323,40,2
615,1,0
615,8,0
615,13,0
615,34,0
615,36,0
615,37,0
615,42,0
615,43,0
615,47,0
615,62,0
530,1,3
530,3,3
530,9,3
530,13,3
530,15,3
530,16,3
530,22,3
530,37,3
530,53,3
530,55,3
197,1,3
197,9,3
197,11,3
197,17,3
197,23,3
197,32,3
197,37,3
197,56,3
197,90,3
197,91,3
106,1,3
106,3,3
106,9,3
106,37,2
106,42,3
106,43,3
106,54,3
106,55,3
106,56,3
106,61,3
147,1,3
147,2,3
147,3,3
147,5,3
147,37,3
147,40,3
147,47,3
147,61,3
147,76,3
147,77,3
328,1,3
328,3,3
328,8,3
328,10,3
328,16,3
328,23,3
328,34,3
328,53,3
328,62,3
328,74,3
13,1,3
13,2,3
13,5,3
13,9,3
13,10,3
13,12,3
13,13,3
13,14,3
13,25,3
13,43,3
110,1,2
110,3,2
110,9,2
110,21,2
110,22,2
110,35,2
110,45,2
110,55,2
110,56,2
110,61,2
220,1,0
220,3,0
220,5,0
220,21,0
220,23,0
220,44,1
220,47,0
220,57,0
220,61,0
220,76,0
164,1,3
164,14,3
164,20,3
164,29,3
164,30,0
164,31,3
164,41,3
164,56,3
164,58,3
164,89,3
730,1,2
730,3,2
730,9,2
730,11,2
730,14,1
730,20,2
730,25,2
730,34,2
730,53,2
730,73,2
370,1,3
370,9,3
370,16,3
370,20,3
370,23,3
370,35,0
370,37,3
370,53,3
370,58,3
370,66,3
118,1,2
118,8,2
118,16,2
118,20,2
118,23,2
118,25,2
118,28,2
118,29,2
118,34,2
118,53,2
594,1,0
594,3,0
594,7,0
594,10,0
594,16,0
594,22,2
594,29,0
594,55,0
594,60,0
594,63,0
125,1,0
125,15,0
125,16,0
125,22,0
125,28,1
125,30,0
125,39,0
125,47,0
125,50,1
125,81,0
369,1,2
369,5,1
369,14,2
369,16,1
369,23,2
369,34,2
369,35,3
369,37,2
369,85,2
369,88,2
704,1,3
704,16,1
704,21,3
704,28,0
704,34,3
704,35,2
704,51,3
704,54,3
704,73,3
704,107,3
232,1,3
232,13,3
232,29,3
232,31,3
232,40,3
232,47,3
232,49,3
232,51,3
232,63,3
232,72,3
590,1,0
590,3,0
590,12,2
590,13,0
590,15,3
590,16,0
590,20,2
590,56,0
590,60,0
590,76,0
1,1,3
1,2,3
1,3,3
1,4,3
1,5,2
1,6,3
1,7,3
1,8,3
1,9,3
1,10,3
347,1,1
347,3,1
347,8,1
347,10,1
347,12,1
347,34,1
347,44,1
347,47,1
347,50,0
347,61,1
452,1,2
452,2,2
452,9,2
452,16,2
452,25,2
452,28,1
452,29,2
452,31,2
452,37,2
452,56,2
87,1,1
87,8,1
87,14,1
87,16,1
87,28,0
87,31,1
87,34,1
87,39,1
87,43,1
87,69,1
380,1,0
380,3,0
380,9,0
380,13,0
380,21,0
380,37,0
380,41,0
380,43,0
380,56,0
380,63,0
34,1,0
34,3,0
34,13,0
34,14,0
34,15,0
34,16,0
34,24,3
34,31,3
34,35,0
34,53,0
482,1,3
482,5,3
482,10,3
482,16,3
482,35,3
482,39,3
482,40,3
482,43,3
482,54,3
482,88,3
276,1,2
276,5,2
