question,worker,answer
41,0,0
41,1,0
41,2,1
41,3,0
41,4,0
41,5,1
41,6,0
41,7,0
41,8,1
41,9,1
41,10,1
41,11,1
41,12,1
41,13,1
41,14,0
41,15,0
41,16,1
41,17,1
41,18,0
41,19,1
41,20,1
41,21,1
41,22,1
41,23,1
41,24,0
41,25,0
41,26,0
41,27,0
41,28,1
41,29,1
41,30,0
41,31,1
41,32,0
41,33,0
41,34,1
41,35,0
41,36,1
41,37,0
41,38,1
77,0,1
77,1,0
77,2,0
77,3,0
77,4,0
77,5,0
77,6,1
77,7,0
77,8,1
77,9,1
77,10,1
77,11,1
77,12,1
77,13,1
77,14,1
77,15,0
77,16,1
77,17,0
77,18,1
77,19,1
77,20,0
77,21,1
77,22,0
77,23,1
77,24,1
77,25,0
77,26,0
77,27,0
77,28,0
77,29,1
77,30,0
77,31,1
77,32,1
77,33,0
77,34,0
77,35,0
77,36,0
77,37,1
77,38,1
97,0,1
97,1,1
97,2,1
97,3,0
97,4,1
97,5,0
97,6,1
97,7,1
97,8,1
97,9,1
97,10,0
97,11,0
97,12,1
97,13,1
97,14,0
97,15,1
97,16,1
97,17,1
97,18,1
97,19,1
97,20,0
97,21,0
97,22,0
97,23,1
97,24,1
97,25,1
97,26,0
97,27,0
97,28,0
97,29,0
97,30,0
97,31,1
97,32,0
97,33,0
97,34,0
97,35,0
97,36,0
97,37,0
97,38,1
82,0,1
82,1,1
82,2,0
82,3,0
82,4,0
82,5,1
82,6,0
82,7,1
82,8,0
82,9,0
82,10,1
82,11,0
82,12,0
82,13,1
82,14,0
82,15,1
82,16,1
82,17,0
82,18,0
82,19,0
82,20,0
82,21,0
82,22,0
82,23,1
82,24,1
82,25,0
82,26,0
82,27,0
82,28,0
82,29,0
82,30,0
82,31,1
82,32,0
82,33,0
82,34,0
82,35,1
82,36,0
82,37,1
82,38,1
96,0,1
96,1,1
96,2,0
96,3,1
96,4,1
96,5,0
96,6,1
96,7,1
96,8,0
96,9,1
96,10,1
96,11,0
96,12,1
96,13,0
96,14,1
96,15,0
96,16,0
96,17,1
96,18,0
96,19,1
96,20,1
96,21,0
96,22,0
96,23,1
96,24,0
96,25,1
96,26,0
96,27,0
96,28,0
96,29,0
96,30,0
96,31,0
96,32,0
96,33,0
96,34,0
96,35,0
96,36,1
96,37,1
96,38,0
13,0,0
13,1,1
13,2,1
13,3,0
13,4,1
13,5,1
13,6,1
13,7,1
13,8,1
13,9,0
13,10,0
13,11,0
13,12,1
13,13,1
13,14,1
13,15,0
13,16,0
13,17,1
13,18,1
13,19,0
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,1
13,27,1
13,28,1
13,29,1
13,30,1
13,31,1
13,32,0
13,33,1
13,34,0
13,35,1
13,36,1
13,37,0
13,38,0
4,0,0
4,1,1
4,2,1
4,3,1
4,4,1
4,5,1
4,6,1
4,7,0
